order_date,sku,order_source,short_code,product_category,orders,customers,qty,rev
"Jul 31, 2026",FC-CWDM-TP-030,Nykaa,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,298.81
"Jul 31, 2026",FC-HDDM-FB-030,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,4,4,5,1454.4
"Jul 31, 2026",FC-HHDM-TV-050,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,2,2,2,452.9
"Jul 31, 2026",EC-UE-FNC-020,Nykaa,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,4,4,4,1283.43
"Jul 31, 2026",FC-AC-OK-050,Pop Club,Active Orange Kiwi Vit-C Gel,Active Gel,3,3,7,4233
"Jul 31, 2026",BC-BL-PM-250,Flipkart Fulfilled,Peach Milk Malai Lotion - 250ml,Face Malai,5,5,5,881
"Jul 31, 2026",FC-DM-PG-030,Amazon,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,15,15,16,5359.2
"Jul 31, 2026",FC-AC-OV-050,Flipkart,Active Olive Vit-E Night Gel,Active Gel,1,1,1,304
"Jul 31, 2026",FC-HHDM-FC-030,Nykaa,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,3,3,3,928.51
"Jul 31, 2026",BA-FM-MNO-075,First Cry,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,5,5,5,1467.64
"Jul 31, 2026",FC-CWDM-TP-030,Amazon,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,320.25
"Jul 31, 2026",FC-HHDM-FC-050,Flipkart,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,1,1,2,332
"Jul 31, 2026",BA-FM-MNO-075,Amazon,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,1,1,2,600.6
"Jul 31, 2026",FC-DM-AA-030,Flipkart,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,2,416
"Jul 31, 2026",EC-UE-PN-009,D2C,Netraa - Under Eye Roll On Serum,Pure Netraa,25,25,26,5731
"Jul 31, 2026",FC-DM-NR-050,Flipkart,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,1,1,2,339.5
"Jul 31, 2026",FC-CWDM-TP-030,D2C,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,4,4,4,964.22
"Jul 31, 2026",FC-AC-NT-050,Nykaa,Active Neem TeaTree Gel,Active Gel,2,2,2,752.25
"Jul 31, 2026",FC-HHDM-FC-050,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,6,6,12,1750.82
"Jul 31, 2026",EC-UE-FNC-020,Myntra,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,2,2,2,611
"Jul 31, 2026",FC-HDDM-FB-050,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,2,2,4,674.35
"Jul 31, 2026",FC-AC-AC-050,D2C,Active Aloe Cactus Hydra Lift Gel,Active Gel,10,10,12,3314.6
"Jul 31, 2026",FC-HDDM-PT-030,D2C,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,190
"Jul 31, 2026",FC-HHDM-TV-030,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,7,6,10,2171.9
"Jul 31, 2026",FC-AC-OK-050,D2C,Active Orange Kiwi Vit-C Gel,Active Gel,42,42,49,13982.53
"Jul 31, 2026",BA-FM-MNO-075,Nykaa,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,6,6,6,1872
"Jul 31, 2026",FC-DM-AA-030,D2C,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,12,12,13,3168.49
"Jul 31, 2026",FC-HHDM-TV-050,Nykaa,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,1,439
"Jul 31, 2026",FC-CWDM-FW-030,Amazon,Flax Walnut (Cold) 35+ Face Malai,Face Malai,1,1,1,339.15
"Jul 31, 2026",EC-UE-FNC-020,Pop Club,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,5,5,7,2847
"Jul 31, 2026",FC-DM-NR-030,Cred,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,2,2,2,373.5
"Jul 31, 2026",FC-DM-DP-030,Myntra,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,1,1,1,312
"Jul 31, 2026",FC-DM-PG-030,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,20,20,20,5180.5
"Jul 31, 2026",FC-DM-PG-030,Myntra,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,4,4,4,1226
"Jul 31, 2026",FC-HDDM-TR-030,Amazon,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,2,2,2,630
"Jul 31, 2026",FC-AC-OV-050,D2C,Active Olive Vit-E Night Gel,Active Gel,12,12,14,3542.4
"Jul 31, 2026",FC-DM-PG-030,Flipkart,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,5,5,5,1055.17
"Jul 31, 2026",FC-HHDM-FC-030,Myntra,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,1,1,1,348
"Jul 31, 2026",BC-BL-PM-250,Flipkart,Peach Milk Malai Lotion - 250ml,Face Malai,1,1,1,177.5
"Jul 31, 2026",EC-UE-FNC-020,D2C,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,14,14,15,3913.2
"Jul 31, 2026",FC-DM-NR-030,D2C,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,20,20,20,5517.33
"Jul 31, 2026",FC-HHDM-TV-030,Nykaa,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,2,2,2,604
"Jul 31, 2026",EC-UE-PN-009,Nykaa,Netraa - Under Eye Roll On Serum,Pure Netraa,13,13,13,4037.9
"Jul 31, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,5,5,9,2254
"Jul 31, 2026",FC-HDDM-TR-050,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,Face Malai,10,10,22,2850.9
"Jul 31, 2026",FC-HDDM-FB-030,First Cry,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,1,1,1,150.8
"Jul 31, 2026",FC-AC-OK-050,Cred,Active Orange Kiwi Vit-C Gel,Active Gel,17,17,17,2505.1
"Jul 31, 2026",EC-UE-PN-009,Flipkart,Netraa - Under Eye Roll On Serum,Pure Netraa,2,2,2,413.72
"Jul 31, 2026",FC-HDDM-TR-030,Cred,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,3,3,3,537
"Jul 31, 2026",FC-DM-NR-030,Amazon,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,3,3,3,1004.85
"Jul 31, 2026",FC-AC-OV-050,Nykaa,Active Olive Vit-E Night Gel,Active Gel,2,2,3,1160.24
"Jul 31, 2026",FC-DM-PG-030,Flipkart Fulfilled,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,6,6,6,1573
"Jul 31, 2026",EC-UE-FNC-020,Flipkart,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,236.5
"Jul 31, 2026",FC-AC-OK-050,Nykaa,Active Orange Kiwi Vit-C Gel,Active Gel,4,4,4,1557.98
"Jul 31, 2026",FC-HDDM-TR-030,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,3,3,3,691.96
"Jul 31, 2026",FC-HHDM-TV-030,Myntra,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,302
"Jul 31, 2026",FC-DM-AA-030,Pop Club,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,259
"Jul 31, 2026",FC-AC-BT-050,Nykaa,Active Beetroot Tomato Vit-A Gel,Active Gel,1,1,1,373.72
"Jul 31, 2026",FC-HDDM-TR-050,Flipkart,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,2,327
"Jul 31, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,7,7,9,2697.2
"Jul 31, 2026",FC-DM-NR-030,First Cry,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,209.5
"Jul 31, 2026",FC-DM-PG-030,Nykaa,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,6,6,6,1949.88
"Jul 31, 2026",FC-HHDM-FC-030,Flipkart,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,1,1,1,260
"Jul 31, 2026",FC-AC-AC-050,First Cry,Active Aloe Cactus Hydra Lift Gel,Active Gel,1,1,1,227.7
"Jul 31, 2026",BC-BL-PM-200,Cred,Peach Milk Malai Lotion - 200ml,Face Malai,2,2,2,118.46
"Jul 31, 2026",FC-AC-OK-050,Myntra,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,390
"Jul 31, 2026",FC-AC-OK-050,First Cry,Active Orange Kiwi Vit-C Gel,Active Gel,2,2,2,471
"Jul 31, 2026",FC-AC-NT-050,D2C,Active Neem TeaTree Gel,Active Gel,20,20,20,5333.15
"Jul 31, 2026",FC-DM-AA-030,Nykaa,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,3,3,3,988.27
"Jul 31, 2026",EC-UE-FNC-020,First Cry,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,174.6
"Jul 31, 2026",FC-HDDM-TR-030,Nykaa,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,1,1,1,302
"Jul 31, 2026",FC-DM-NR-050,D2C,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,6,6,12,2003.47
"Jul 31, 2026",FC-DM-AA-030,First Cry,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,171
"Jul 31, 2026",FC-DM-DP-030,Nykaa,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,1,1,1,313
"Jul 31, 2026",FC-AC-NT-050,Myntra,Active Neem TeaTree Gel,Active Gel,1,1,1,380
"Jul 31, 2026",FC-HHDM-GAT-030,D2C,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,3,3,3,646
"Jul 31, 2026",EC-UE-PN-009,First Cry,Netraa - Under Eye Roll On Serum,Pure Netraa,1,1,1,188
"Jul 31, 2026",EC-UE-PN-009,Myntra,Netraa - Under Eye Roll On Serum,Pure Netraa,1,1,1,269
"Jul 31, 2026",FC-DM-PG-050,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g ,Face Malai,22,22,50,7567.53
"Jul 31, 2026",FC-AC-BT-050,D2C,Active Beetroot Tomato Vit-A Gel,Active Gel,9,9,9,2635.8
"Aug 1, 2026",EC-UE-FNC-020,Flipkart,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,3,3,3,684.5
"Aug 1, 2026",FC-DM-NR-030,Flipkart,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,244.5
"Aug 1, 2026",FC-HHDM-TV-050,Amazon,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,1,394.12
"Aug 1, 2026",EC-UE-FNC-020,Myntra,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,7,6,7,2090
"Aug 1, 2026",FC-AC-OV-050,Nykaa,Active Olive Vit-E Night Gel,Active Gel,1,1,1,391
"Aug 1, 2026",BA-FM-MNO-075,D2C,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,16,16,17,3703.78
"Aug 1, 2026",EC-UE-PN-009,First Cry,Netraa - Under Eye Roll On Serum,Pure Netraa,1,1,1,150.4
"Aug 1, 2026",FC-DM-NR-030,Myntra,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,2,2,2,569
"Aug 1, 2026",FC-DM-PG-030,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,23,23,23,5918.59
"Aug 1, 2026",FC-AC-OK-050,Amazon,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,376.95
"Aug 1, 2026",FC-CWDM-FW-030,Flipkart,Flax Walnut (Cold) 35+ Face Malai,Face Malai,2,2,2,492.5
"Aug 1, 2026",FC-HDDM-TR-030,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,4,4,4,888.98
"Aug 1, 2026",FC-DM-AA-030,Nykaa,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,328.36
"Aug 1, 2026",FC-HDDM-FB-050,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,5,5,10,1548.8
"Aug 1, 2026",FC-AC-OK-050,Myntra,Active Orange Kiwi Vit-C Gel,Active Gel,2,2,2,725
"Aug 1, 2026",FC-DM-NR-050,D2C,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,11,11,32,4673.47
"Aug 1, 2026",BA-FM-MNO-075,Myntra,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,1,1,1,312
"Aug 1, 2026",FC-AC-AC-050,D2C,Active Aloe Cactus Hydra Lift Gel,Active Gel,7,7,8,2074.7
"Aug 1, 2026",FC-DM-PG-030,Nykaa,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,7,7,7,2325.49
"Aug 1, 2026",FC-AC-BT-050,D2C,Active Beetroot Tomato Vit-A Gel,Active Gel,12,12,13,3250.91
"Aug 1, 2026",FC-DM-AA-030,Flipkart,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,223
"Aug 1, 2026",BA-FM-MNO-075,Amazon,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,3,3,3,870.51
"Aug 1, 2026",FC-AC-AC-050,Flipkart,Active Aloe Cactus Hydra Lift Gel,Active Gel,1,1,1,335
"Aug 1, 2026",EC-UE-PN-009,D2C,Netraa - Under Eye Roll On Serum,Pure Netraa,38,38,39,9292.16
"Aug 1, 2026",FC-HHDM-TV-030,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,7,7,7,1419.61
"Aug 1, 2026",FC-DM-NR-030,D2C,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,21,21,21,5102.51
"Aug 1, 2026",EC-UE-PN-009,Nykaa,Netraa - Under Eye Roll On Serum,Pure Netraa,12,12,12,3686.45
"Aug 1, 2026",FC-DM-PG-050,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g ,Face Malai,23,23,48,8463.85
"Aug 1, 2026",BA-FM-MNO-075,First Cry,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,10,10,10,2686.39
"Aug 1, 2026",BC-BL-PM-250,D2C,Peach Milk Malai Lotion - 250ml,Face Malai,2,2,5,882.5
"Aug 1, 2026",FC-HHDM-FC-030,Nykaa,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,2,2,2,626
"Aug 1, 2026",FC-AC-NT-050,Nykaa,Active Neem TeaTree Gel,Active Gel,1,1,2,762
"Aug 1, 2026",BC-BL-PM-250,Flipkart Fulfilled,Peach Milk Malai Lotion - 250ml,Face Malai,7,7,7,1159
"Aug 1, 2026",BC-BL-PM-250,Flipkart,Peach Milk Malai Lotion - 250ml,Face Malai,3,3,3,518
"Aug 1, 2026",EC-UE-FNC-020,D2C,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,29,29,29,7578.44
"Aug 1, 2026",FC-HHDM-TV-030,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,222.2
"Aug 1, 2026",FC-HDDM-PT-030,D2C,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,Face Malai,2,2,2,512
"Aug 1, 2026",FC-DM-PG-030,Pop Club,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,3,3,3,777
"Aug 1, 2026",FC-DM-PG-030,Myntra,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,3,3,5,1353.02
"Aug 1, 2026",FC-DM-NR-030,Amazon,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,2,2,2,669.9
"Aug 1, 2026",FC-AC-OK-050,Cred,Active Orange Kiwi Vit-C Gel,Active Gel,9,8,9,1319.28
"Aug 1, 2026",FC-DM-DP-030,Nykaa,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,1,1,1,313
"Aug 1, 2026",FC-HDDM-TR-030,Myntra,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,1,1,1,302
"Aug 1, 2026",FC-HHDM-TV-050,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,1,315
"Aug 1, 2026",EC-UE-FNC-020,First Cry,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,2,2,2,457.84
"Aug 1, 2026",FC-HHDM-FC-030,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,14,14,15,3110.3
"Aug 1, 2026",FC-HDDM-TR-050,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,Face Malai,8,8,18,2607.15
"Aug 1, 2026",FC-DM-AA-030,D2C,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,18,18,18,4459.84
"Aug 1, 2026",FC-DM-PG-030,Cred,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,5,5,5,921.5
"Aug 1, 2026",FC-CWDM-FW-030,Amazon,Flax Walnut (Cold) 35+ Face Malai,Face Malai,4,4,5,1695.75
"Aug 1, 2026",FC-DM-PG-030,Flipkart,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,9,9,9,1464.85
"Aug 1, 2026",BA-FM-MNO-075,Flipkart,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,1,1,1,227
"Aug 1, 2026",FC-HHDM-TV-030,Nykaa,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,4,4,4,1196.27
"Aug 1, 2026",FC-DM-AA-030,Myntra,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,2,2,2,664
"Aug 1, 2026",EC-UE-PN-009,Myntra,Netraa - Under Eye Roll On Serum,Pure Netraa,4,4,4,1110
"Aug 1, 2026",FC-CWDM-BT-030,D2C,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,Face Malai,3,3,3,655.2
"Aug 1, 2026",EC-UE-FNC-020,Pop Club,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,5,5,5,1095
"Aug 1, 2026",FC-DM-PG-030,Amazon,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,10,10,11,3684.45
"Aug 1, 2026",EC-UE-PN-009,Cred,Netraa - Under Eye Roll On Serum,Pure Netraa,4,4,4,636
"Aug 1, 2026",FC-CWDM-TP-030,D2C,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,4,4,4,1026.2
"Aug 1, 2026",EC-UE-PN-009,Flipkart,Netraa - Under Eye Roll On Serum,Pure Netraa,3,3,3,647.58
"Aug 1, 2026",FC-HHDM-TV-030,Flipkart Fulfilled,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,222
"Aug 1, 2026",FC-DM-NR-050,Flipkart,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,1,1,2,348.5
"Aug 1, 2026",FC-DM-NR-030,First Cry,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,2,2,2,481.85
"Aug 1, 2026",FC-AC-OK-050,D2C,Active Orange Kiwi Vit-C Gel,Active Gel,64,64,67,19111.16
"Aug 1, 2026",FC-DM-AA-030,Pop Club,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,259
"Aug 1, 2026",FC-DM-NR-030,Cred,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,3,3,3,523.5
"Aug 1, 2026",FC-HDDM-FB-050,Flipkart,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,2,2,4,686
"Aug 1, 2026",FC-HDDM-FB-030,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,12,12,12,2844.6
"Aug 1, 2026",FC-DM-NR-030,Pop Club,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,5,5,5,1295
"Aug 1, 2026",FC-AC-OK-050,Nykaa,Active Orange Kiwi Vit-C Gel,Active Gel,2,2,2,779.93
"Aug 1, 2026",FC-HHDM-TV-030,Pop Club,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,259
"Aug 1, 2026",FC-DM-AA-030,Flipkart Fulfilled,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,190
"Aug 1, 2026",FC-AC-OV-050,Myntra,Active Olive Vit-E Night Gel,Active Gel,1,1,1,335
"Aug 1, 2026",FC-AC-OV-050,D2C,Active Olive Vit-E Night Gel,Active Gel,23,23,23,6304.56
"Aug 1, 2026",FC-HHDM-FC-030,Myntra,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,1,1,1,348
"Aug 1, 2026",FC-AC-NT-050,D2C,Active Neem TeaTree Gel,Active Gel,11,11,11,2981.2
"Aug 1, 2026",FC-DM-DP-030,First Cry,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,1,1,1,197
"Aug 1, 2026",FC-HDDM-TR-030,Cred,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,1,1,1,179
"Aug 1, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,13,13,24,6068
"Aug 1, 2026",FC-HHDM-TV-050,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,6,6,6,1516.4
"Aug 1, 2026",FC-HDDM-TR-030,Nykaa,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,2,2,2,599.78
"Aug 1, 2026",BA-FM-MNO-075,Nykaa,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,1,1,1,312
"Aug 1, 2026",FC-HHDM-FC-050,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,17,17,36,4955.53
"Aug 1, 2026",FC-CWDM-FW-030,D2C,Flax Walnut (Cold) 35+ Face Malai,Face Malai,7,7,8,2011.68
"Aug 1, 2026",FC-HHDM-GAT-030,D2C,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,2,2,2,456
"Aug 1, 2026",FC-HDDM-TR-030,Amazon,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,2,2,2,630
"Aug 1, 2026",EC-UE-FNC-020,Nykaa,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,7,7,7,2216.63
"Aug 1, 2026",FC-AC-OK-050,Pop Club,Active Orange Kiwi Vit-C Gel,Active Gel,2,2,2,498
"Aug 1, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,8,8,9,2044.05
"Aug 1, 2026",FC-HDDM-FB-030,Nykaa,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,3,3,3,935.81
"Aug 2, 2026",FC-AC-BT-050,D2C,Active Beetroot Tomato Vit-A Gel,Active Gel,9,9,12,3512.38
"Aug 2, 2026",EC-UE-PN-009,Myntra,Netraa - Under Eye Roll On Serum,Pure Netraa,3,3,3,936
"Aug 2, 2026",FC-HHDM-TV-050,Amazon,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,2,788.24
"Aug 2, 2026",FC-CWDM-FW-030,Amazon,Flax Walnut (Cold) 35+ Face Malai,Face Malai,2,2,2,678.3
"Aug 2, 2026",FC-AC-NT-050,Flipkart,Active Neem TeaTree Gel,Active Gel,1,1,1,296
"Aug 2, 2026",FC-DM-NR-030,Cred,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,3,3,3,572.5
"Aug 2, 2026",FC-CWDM-TP-030,D2C,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,8,8,9,2161.47
"Aug 2, 2026",FC-HHDM-GAT-030,D2C,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,4,4,4,1024
"Aug 2, 2026",FC-AC-OK-050,First Cry,Active Orange Kiwi Vit-C Gel,Active Gel,2,2,2,471
"Aug 2, 2026",FC-AC-OV-050,D2C,Active Olive Vit-E Night Gel,Active Gel,23,23,23,6043.15
"Aug 2, 2026",EC-UE-PN-009,Nykaa,Netraa - Under Eye Roll On Serum,Pure Netraa,12,12,12,3708.31
"Aug 2, 2026",BA-FM-MNO-075,Nykaa,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,6,6,7,2158.19
"Aug 2, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,9,8,17,4311.5
"Aug 2, 2026",FC-DM-NR-030,D2C,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,33,33,33,8155.96
"Aug 2, 2026",EC-UE-FNC-020,Pop Club,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,4,4,4,876
"Aug 2, 2026",FC-HHDM-GAT-030,Flipkart,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,230
"Aug 2, 2026",FC-CWDM-FW-030,D2C,Flax Walnut (Cold) 35+ Face Malai,Face Malai,6,6,7,1464.47
"Aug 2, 2026",FC-DM-AA-030,Pop Club,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,259
"Aug 2, 2026",FC-DM-NR-050,D2C,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,9,9,18,2834.4
"Aug 2, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,8,8,9,2227.25
"Aug 2, 2026",FC-AC-NT-050,Nykaa,Active Neem TeaTree Gel,Active Gel,2,2,2,762
"Aug 2, 2026",FC-HHDM-TV-030,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,10,10,11,2654.87
"Aug 2, 2026",FC-AC-NT-050,Myntra,Active Neem TeaTree Gel,Active Gel,1,1,1,335
"Aug 2, 2026",FC-AC-OV-050,Nykaa,Active Olive Vit-E Night Gel,Active Gel,4,4,4,1560.66
"Aug 2, 2026",FC-HDDM-FB-030,Nykaa,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,5,5,5,1564.66
"Aug 2, 2026",BA-FM-MNO-075,Amazon,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,5,5,5,1501.5
"Aug 2, 2026",FC-AC-OK-050,Pop Club,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,249
"Aug 2, 2026",FC-DM-PG-030,Pop Club,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,2,2,2,518
"Aug 2, 2026",EC-UE-FNC-020,First Cry,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,4,4,4,717.8
