Name,category_first,category_2nd,category_3rd,category_4th,category_5th,category_6th,first_purchased_short_code,second_purchased_short_code,third_purchased_short_code,fourth_purchased_short_code,fifth_purchased_short_code,sixth_purchased_short_code,first_purchased_sku,second_purchased_sku,third_purchased_sku,fourth_purchased_sku,fifth_purchased_sku,sixth_purchased_sku,first_order_date,second_order_date,third_order_date,fourth_order_date,fifth_order_date,sixth_order_date,days_between_1st_and_2nd,days_between_2nd_and_3rd,days_between_3rd_and_4th,days_between_4th_and_5th,days_between_5th_and_6th,city,Month-Year,Month Number ,Journey Depth,Is Repeat Buyer? 
76088,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 10, 2025",,,,,,,,,,,Faridabad,2025-10,10,1,0
76355,"Active Gel, Face Malai",,,,,,"Honey Multi-Nut (Dry & Peeling Skin) Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g, Active Beetroot Tomato Vit-A Gel",,,,,,"FC-DM-DP-030, FC-AC-BT-050, FC-DM-NR-030",,,,,,"Mar 20, 2025",,,,,,,,,,,Hissar,2025-03,3,1,0
77751,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 50g,,,,,,FC-DM-NR-050,,,,,,"Nov 4, 2025",,,,,,,,,,,New Delhi,2025-11,11,1,0
79105,"Active Gel, Face Malai",,,,,,"Honey Multi-Nut (Dry & Peeling Skin) Face Malai, Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g, Cocoa Mogra (Overnight) Face Malai - 30g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-DM-DP-030, FC-HDDM-FB-050, FC-DM-NR-030, FC-AC-OK-050",,,,,,"May 25, 2024",,,,,,,,,,,New Delhi,2024-05,5,1,0
81775,Face Malai,Face Malai,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-DM-NR-030,FC-DM-PG-030,,,,,"Apr 5, 2024","Apr 1, 2025",,,,,361,,,,,Gautam Buddha Nagar,2024-04,4,2,1
86903,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Oct 24, 2025",,,,,,,,,,,Bengaluru,2025-10,10,1,0
95286,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"May 14, 2025",,,,,,,,,,,New Delhi,2025-05,5,1,0
95383,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jun 18, 2025",,,,,,,,,,,Thane,2025-06,6,1,0
96335,Active Gel,,,,,,Active Olive Vit-E Night Gel,,,,,,FC-AC-OV-050,,,,,,"Mar 21, 2025",,,,,,,,,,,Jaipur,2025-03,3,1,0
100216,Face Malai,,,,,,"Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-HDDM-TR-030, FC-DM-NR-030",,,,,,"Jul 3, 2026",,,,,,,,,,,Kolkata,2026-07,7,1,0
104190,Face Malai,Face Malai,,,,,Flax Walnut (Cold) 35+ Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,FC-CWDM-FW-030,FC-HDDM-FB-030,,,,,"Nov 18, 2025","Nov 18, 2025",,,,,0,,,,,Secunderabad,2025-11,11,2,1
104602,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 30, 2024",,,,,,,,,,,Chennai,2024-06,6,1,0
104671,Aloe Vera Gel,Face Malai,,,,,Aloe Vera Gel - 40 gms,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,FC-HG-PA-040,FC-HHDM-FC-030,,,,,"Oct 4, 2024","Jun 13, 2025",,,,,252,,,,,Baramati,2024-10,10,2,1
105358,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 10, 2024",,,,,,,,,,,Sangareddy,2024-03,3,1,0
105658,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 8, 2025",,,,,,,,,,,Thane,2025-10,10,1,0
106037,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 11, 2024",,,,,,,,,,,Sitamarhi,2024-11,11,1,0
106130,Aloe Vera Gel,Aloe Vera Gel,Aloe Vera Gel,Aloe Vera Gel,,,Aloe Vera Gel - 40 gms,Aloe Vera Gel - 40 gms,Aloe Vera Gel - 40 gms,Aloe Vera Gel - 80 gms,,,FC-HG-PA-040,FC-HG-PA-040,FC-HG-PA-040,FC-HG-PA-080,,,"Mar 17, 2024","Nov 20, 2024","Jan 11, 2025","Apr 28, 2025",,,248,52,107,,,Jaipur,2024-03,3,4,1
106499,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 6, 2024",,,,,,,,,,,Bengaluru,2024-01,1,1,0
106609,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Oct 28, 2025",,,,,,,,,,,Jaipur,2025-10,10,1,0
106715,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 23, 2024",,,,,,,,,,,New Delhi,2024-05,5,1,0
106993,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 6, 2024",,,,,,,,,,,Bengaluru,2024-01,1,1,0
107088,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Jun 1, 2024",,,,,,,,,,,Pune,2024-06,6,1,0
107268,Active Gel,Face Malai,Aloe Vera Gel,,,,"Active Beetroot Tomato Vit-A Gel, Active Orange Kiwi Vit-C Gel",Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Aloe Vera Gel - 80 gms,,,,"FC-AC-BT-050, FC-AC-OK-050",FC-HDDM-FB-030,FC-HG-PA-080,,,,"Jan 12, 2025","Feb 9, 2025","Feb 16, 2025",,,,28,7,,,,Bengaluru,2025-01,1,3,1
107289,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 80 gms, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-HG-PA-080, FC-DM-NR-030",,,,,,"May 16, 2026",,,,,,,,,,,Karnal,2026-05,5,1,0
107313,Active Gel,,,,,,"Active Neem TeaTree Gel, Active Orange Kiwi Vit-C Gel",,,,,,"FC-AC-NT-050, FC-AC-OK-050",,,,,,"May 6, 2025",,,,,,,,,,,Chennai,2025-05,5,1,0
107924,Active Gel,,,,,,Active Beetroot Tomato Vit-A Gel,,,,,,FC-AC-BT-050,,,,,,"Jun 29, 2025",,,,,,,,,,,Hyderabad,2025-06,6,1,0
108178,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 8, 2024",,,,,,,,,,,Kolkata,2024-01,1,1,0
108199,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 1, 2024",,,,,,,,,,,Ghaziabad,2024-06,6,1,0
108688,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 14, 2024",,,,,,,,,,,Jaipur,2024-04,4,1,0
108843,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,,,,,FC-HHDM-FC-050,,,,,,"Jul 31, 2024",,,,,,,,,,,Mumbai,2024-07,7,1,0
109401,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 80 gms, Flax Carrot (Hot Humid) 35+ Face Malai - 50g",,,,,,"FC-HHDM-FC-050, FC-HG-PA-080",,,,,,"Jun 15, 2025",,,,,,,,,,,Jaipur,2025-06,6,1,0
109510,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 9, 2024",,,,,,,,,,,Pune,2024-04,4,1,0
109534,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,,,,,FC-HHDM-FC-050,,,,,,"May 5, 2025",,,,,,,,,,,Chennai,2025-05,5,1,0
109845,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 7, 2025",,,,,,,,,,,Ahmedabad,2025-01,1,1,0
110127,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Dec 10, 2024",,,,,,,,,,,Singhbhum,2024-12,12,1,0
111397,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 1, 2024",,,,,,,,,,,New Delhi,2024-08,8,1,0
111534,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Mar 12, 2025",,,,,,,,,,,Bengaluru,2025-03,3,1,0
111607,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Jul 14, 2024",,,,,,,,,,,Ahmedabad,2024-07,7,1,0
112093,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 7, 2025",,,,,,,,,,,Bhubaneswar,2025-01,1,1,0
112134,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jul 5, 2024",,,,,,,,,,,Pune,2024-07,7,1,0
112462,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 20, 2024",,,,,,,,,,,Secunderabad,2024-05,5,1,0
112815,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Apr 2, 2026",,,,,,,,,,,Varanasi,2026-04,4,1,0
113127,Face Malai,,,,,,"Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-HHDM-TV-030, FC-DM-NR-030",,,,,,"Sep 12, 2024",,,,,,,,,,,Gurgaon,2024-09,9,1,0
113339,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 9, 2025",,,,,,,,,,,Secunderabad,2025-10,10,1,0
113360,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 16, 2024",,,,,,,,,,,New Delhi,2024-11,11,1,0
113472,Aloe Vera Gel,Face Malai,,,,,Aloe Vera Gel - 40 gms,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,FC-HG-PA-040,FC-DM-AA-030,,,,,"Feb 6, 2024","May 8, 2024",,,,,92,,,,,Faridabad,2024-02,2,2,1
113924,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 9, 2025",,,,,,,,,,,Mumbai,2025-03,3,1,0
114043,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 14, 2025",,,,,,,,,,,Hyderabad,2025-10,10,1,0
114620,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Sep 28, 2024",,,,,,,,,,,Gurgaon,2024-09,9,1,0
114997,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Nov 11, 2024",,,,,,,,,,,Jaipur,2024-11,11,1,0
115588,Face Malai,,,,,,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,,,,,,FC-HDDM-PT-030,,,,,,"Jul 23, 2025",,,,,,,,,,,Pune,2025-07,7,1,0
115632,Face Malai,,,,,,"Clove Tea-Tree (Anti-Acne) Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",,,,,,"FC-DM-AA-030, FC-DM-PG-030, FC-DM-NR-030",,,,,,"Mar 31, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-03,3,1,0
116569,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Dec 14, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-12,12,1,0
116678,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 31, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-01,1,1,0
116973,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Jan 10, 2024",,,,,,,,,,,New Delhi,2024-01,1,1,0
117128,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Apr 9, 2025",,,,,,,,,,,Bengaluru,2025-04,4,1,0
117323,"Active Gel, Face Malai",,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 30g, Active Beetroot Tomato Vit-A Gel",,,,,,"FC-AC-BT-050, FC-DM-PG-030",,,,,,"Feb 20, 2025",,,,,,,,,,,Gurgaon,2025-02,2,1,0
118480,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Dec 17, 2024",,,,,,,,,,,Thane,2024-12,12,1,0
118753,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Feb 29, 2024",,,,,,,,,,,Barasat,2024-02,2,1,0
119158,"Active Gel, Face Malai",,,,,,"Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-HDDM-FB-050, FC-AC-OK-050",,,,,,"Oct 11, 2024",,,,,,,,,,,Chandigarh,2024-10,10,1,0
119962,Face Malai,,,,,,"Clove Tea-Tree (Anti-Acne) Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-DM-AA-030, FC-DM-NR-030",,,,,,"Nov 20, 2024",,,,,,,,,,,Pune,2024-11,11,1,0
120209,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 80 gms, Flax Walnut (Cold) 35+ Face Malai",,,,,,"FC-CWDM-FW-030, FC-HG-PA-080",,,,,,"Jan 22, 2025",,,,,,,,,,,Gurgaon,2025-01,1,1,0
120346,Aloe Vera Gel,"Active Gel, Aloe Vera Gel",,,,,Aloe Vera Gel - 40 gms,"Aloe Vera Gel - 40 gms, Active Aloe Cactus Hydra Lift Gel, Active Olive Vit-E Night Gel",,,,,FC-HG-PA-040,"FC-AC-AC-050, FC-HG-PA-040, FC-AC-OV-050",,,,,"Dec 6, 2024","Dec 13, 2024",,,,,7,,,,,Ahmedabad,2024-12,12,2,1
121567,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 20, 2024",,,,,,,,,,,Sambalpur,2024-11,11,1,0
122019,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Nov 27, 2025",,,,,,,,,,,Moradabad,2025-11,11,1,0
122240,Face Malai,,,,,,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,,,,,,FC-HDDM-PT-030,,,,,,"Mar 2, 2024",,,,,,,,,,,Mumbai,2024-03,3,1,0
122448,"Active Gel, Face Malai",,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 30g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-DM-PG-030, FC-AC-OK-050",,,,,,"Mar 9, 2025",,,,,,,,,,,Mumbai,2025-03,3,1,0
122971,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 18, 2024",,,,,,,,,,,Pune,2024-01,1,1,0
123229,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 40 gms, Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g",,,,,,"FC-HG-PA-040, FC-HDDM-TR-030",,,,,,"Mar 7, 2024",,,,,,,,,,,Chikodi,2024-03,3,1,0
123508,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Jan 4, 2024",,,,,,,,,,,Bengaluru,2024-01,1,1,0
123827,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 18, 2024",,,,,,,,,,,Bengaluru,2024-03,3,1,0
124239,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 28, 2024",,,,,,,,,,,Bengaluru,2024-02,2,1,0
124380,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Mar 16, 2024",,,,,,,,,,,Gurgaon,2024-03,3,1,0
125254,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jul 5, 2026",,,,,,,,,,,Gurgaon,2026-07,7,1,0
125572,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 12, 2025",,,,,,,,,,,Pune,2025-04,4,1,0
126012,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Feb 4, 2026",,,,,,,,,,,Gautam Buddha Nagar,2026-02,2,1,0
126023,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Aug 5, 2025",,,,,,,,,,,Mumbai,2025-08,8,1,0
126309,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Sep 28, 2025",,,,,,,,,,,Ghaziabad,2025-09,9,1,0
126755,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 2, 2025",,,,,,,,,,,Mumbai,2025-03,3,1,0
126760,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 17, 2026",,,,,,,,,,,Bengaluru,2026-02,2,1,0
126914,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Jan 4, 2025",,,,,,,,,,,Goa,2025-01,1,1,0
127174,Face Malai,,,,,,"Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai, Flax Carrot (Hot Humid) 35+ Face Malai - 50g, GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai",,,,,,"FC-HHDM-GAT-030, FC-HHDM-TV-030, FC-HHDM-FC-050",,,,,,"Jun 22, 2025",,,,,,,,,,,Thane,2025-06,6,1,0
127179,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jan 16, 2025",,,,,,,,,,,Ajmer,2025-01,1,1,0
127381,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,,,,,,FC-HDDM-FB-050,,,,,,"Apr 6, 2026",,,,,,,,,,,Gautam Buddha Nagar,2026-04,4,1,0
127831,Face Malai,Aloe Vera Gel,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,Aloe Vera Gel - 80 gms,,,,,FC-DM-NR-030,FC-HG-PA-080,,,,,"Jul 17, 2024","Aug 8, 2025",,,,,387,,,,,Mahesana,2024-07,7,2,1
129271,Face Malai,Face Malai,"Aloe Vera Gel, Face Malai",Face Malai,"Active Gel, Face Malai",,Flax Walnut (Cold) 35+ Face Malai,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,"Aloe Vera Gel - 40 gms, Flax Walnut (Cold) 35+ Face Malai",Flax Carrot (Hot Humid) 35+ Face Malai - 50g,"Flax Carrot (Hot Humid) 35+ Face Malai - 50g, Active Aloe Cactus Hydra Lift Gel",,FC-CWDM-FW-030,FC-CWDM-BT-030,"FC-CWDM-FW-030, FC-HG-PA-040",FC-HHDM-FC-050,"FC-AC-AC-050, FC-HHDM-FC-050",,"Nov 15, 2024","Nov 21, 2024","Jan 5, 2025","Feb 16, 2025","Apr 10, 2025",,6,45,42,53,,Mumbai,2024-11,11,5,1
130125,"Active Gel, Face Malai",,,,,,"Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-HDDM-FB-050, FC-AC-OK-050",,,,,,"Oct 13, 2024",,,,,,,,,,,Pune,2024-10,10,1,0
130418,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jul 30, 2024",,,,,,,,,,,Jaipur,2024-07,7,1,0
131157,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Sep 18, 2024",,,,,,,,,,,Barasat,2024-09,9,1,0
131375,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Oct 23, 2024",,,,,,,,,,,Chennai,2024-10,10,1,0
131465,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 40 gms, Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g",,,,,,"FC-HG-PA-040, FC-HDDM-FB-030",,,,,,"Oct 27, 2024",,,,,,,,,,,Pune,2024-10,10,1,0
131634,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Dec 25, 2024",,,,,,,,,,,Mandya,2024-12,12,1,0
131722,Face Malai,Active Gel,Face Malai,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Active Orange Kiwi Vit-C Gel,Flax Walnut (Cold) 35+ Face Malai,,,,FC-HDDM-FB-030,FC-AC-OK-050,FC-CWDM-FW-030,,,,"Apr 13, 2024","Jul 2, 2024","Jan 19, 2025",,,,80,201,,,,New Delhi,2024-04,4,3,1
131780,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 25, 2024",,,,,,,,,,,Mumbai,2024-04,4,1,0
131968,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Dec 1, 2024",,,,,,,,,,,Chandigarh,2024-12,12,1,0
131982,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Dec 26, 2024",,,,,,,,,,,Bengaluru,2024-12,12,1,0
132049,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,,,,,,FC-HHDM-TV-050,,,,,,"Apr 30, 2026",,,,,,,,,,,Nanded,2026-04,4,1,0
132062,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 25, 2024",,,,,,,,,,,NA,2024-03,3,1,0
132277,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 20, 2024",,,,,,,,,,,Mumbai,2024-05,5,1,0
132454,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 6, 2025",,,,,,,,,,,Surat,2025-05,5,1,0
132615,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 24, 2024",,,,,,,,,,,Hyderabad,2024-01,1,1,0
133448,Face Malai,Face Malai,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,"Flax Carrot (Hot Humid) 35+ Face Malai - 50g, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,FC-HHDM-FC-030,"FC-HHDM-FC-050, FC-DM-NR-030",,,,,"May 28, 2024","Jul 13, 2024",,,,,46,,,,,Ahmedabad,2024-05,5,2,1
133922,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 20, 2024",,,,,,,,,,,Pune,2024-02,2,1,0
134167,Face Malai,,,,,,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,,,,,,FC-HHDM-GAT-030,,,,,,"May 20, 2024",,,,,,,,,,,Kalaburagi,2024-05,5,1,0
134448,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Aug 1, 2024",,,,,,,,,,,Chennai,2024-08,8,1,0
134805,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Jun 21, 2025",,,,,,,,,,,Baruipur,2025-06,6,1,0
135120,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 18, 2024",,,,,,,,,,,New Delhi,2024-03,3,1,0
135144,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 23, 2024",,,,,,,,,,,Barrackpore,2024-11,11,1,0
135377,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 27, 2024",,,,,,,,,,,Hyderabad,2024-02,2,1,0
136796,Face Malai,,,,,,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,,,,,,FC-HHDM-GAT-030,,,,,,"Nov 5, 2025",,,,,,,,,,,Pune,2025-11,11,1,0
137078,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 8, 2024",,,,,,,,,,,Anantapur,2024-04,4,1,0
137891,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jul 27, 2024",,,,,,,,,,,Bengaluru,2024-07,7,1,0
138146,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Oct 12, 2024",,,,,,,,,,,Jaipur,2024-10,10,1,0
138345,Face Malai,,,,,,"Honey Multi-Nut (Dry & Peeling Skin) Face Malai, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",,,,,,"FC-DM-DP-030, FC-DM-PG-030",,,,,,"Dec 27, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-12,12,1,0
140736,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"Apr 18, 2025",,,,,,,,,,,Vadodara,2025-04,4,1,0
