order_date,sku,order_source,short_code,product_category,orders,customers,qty,rev
"Jul 28, 2026",BC-CPS-NLHL-125,Flipkart,Lavender Soap - Single Pack,Soap,20,20,26,2105.88
"Jul 28, 2026",HR-SH-NB-250,Amazon,Neem Beracyl Dandruff Shampoo - 250g,Navdha Shampoo,1,1,1,419.94
"Jul 28, 2026",BC-SM-MNS-200,Nykaa,Multi-Nut Skin Malai - 200ml - Single Pack,Malai,6,6,14,2711.42
"Jul 28, 2026",BA-WMA-BS-100,Nykaa,Winter Baby Maahu (Balamool Sunthi) - 100 ml,Baby Maahu,2,2,2,653.25
"Jul 28, 2026",FC-ML-CMG-015,Nykaa,Clove Marigold Mukhalaya 15 ml,Facial Oil,2,2,2,574.27
"Jul 28, 2026",BC-HM-CBB-030,Amazon,Chia Banana Biotin Hand Malai - Single Pack,Hand Malai,1,1,1,206.85
"Jul 28, 2026",AC-KNC-DNWT-03,Meesho,Neem Comb Combo Dual + Wide + Fine,Comb,1,1,1,430
"Jul 28, 2026",AC-PFR-PS-00,First Cry,Pumice Rub - Single Pack,Pumice Rub,1,1,1,97.5
"Jul 28, 2026",FT-FS-LU-050,Amazon,Lavender Unwind Foot Salt - Single Pack,Foot Salt,5,5,12,963.9
"Jul 28, 2026",BA-WHO-BM-110,First Cry,Brahmi Winter Baby Scalp Oil - 110 ml,Baby Scalp Oil,3,3,3,926.55
"Jul 28, 2026",AC-KNC-WTSS-00,Meesho,Neem Comb - Shampoo Small,Comb,7,7,7,903
"Jul 28, 2026",FC-FW-BU-020,D2C,Brightening Ubtan Tikta 20g - Brand starter,Starter Sample,17,17,17,915.59
"Jul 28, 2026",BC-CP-CA-200,Pop Club,Castor Oil - 200 ml,CP Hair Oil,2,2,2,538
"Jul 28, 2026",BC-CPS-NLHL-125,Cred,Lavender Soap - Single Pack,Soap,14,13,28,1945.2
"Jul 28, 2026",BC-EO-PE-015,Nykaa,Peppermint Essential Oil - 15 ml,Essential Oil,4,4,4,916.3
"Jul 28, 2026",FC-HP-MP-100,D2C,Mulethi Herbal Powder - 100g,Herbal Powder,3,3,3,858.33
"Jul 28, 2026",BC-HM-LMG-030,Myntra,Lemon Moringa Hand Malai - Single Pack,Hand Malai,2,2,2,370
"Jul 28, 2026",BA-SHO-BM-110,First Cry,Brahmi Summer Baby Scalp Oil - 110 ml,Baby Scalp Oil,1,1,1,321.75
"Jul 28, 2026",BC-PO-AL-100,D2C,Pure Almond (Badam) Oil - 100ml,Pure Oil,1,1,2,382.85
"Jul 28, 2026",BA-BML-AD-200,Amazon,Baby Malai Lotion Almond & Dates,Baby Malai Lotion,6,5,6,2413.17
"Jul 28, 2026",EC-UE-FNC-020,First Cry,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,155.2
"Jul 28, 2026",FC-CM-CKM-010,Nykaa,Classical Kumkumadi Mukhalaya 10 ml,Facial Oil,7,7,7,7304.58
"Jul 28, 2026",FC-FW-MVGL-100,First Cry,Moringa Vit-C Tikta Gel Face Wash,Tikta,1,1,1,124.8
"Jul 28, 2026",HR-HE-RA-250,Nykaa,Henna Paste - Pack of 1,Henna,175,175,394,59495.25
"Jul 28, 2026",BC-MA-GM-200,D2C,Ginger Maricha Maahu - 200 ml,Maahu,1,1,4,736
"Jul 28, 2026",AC-KNC-DT-00,D2C,Neem Comb - Dual Tooth,Comb,7,7,7,1229.8
"Jul 28, 2026",BC-CP-JO-030,Meesho,Jojoba Oil - 30 ml,CP Face Oil,1,1,1,299
"Jul 28, 2026",HR-NM-MR-040,Flipkart,Men's 8 Herbs Hair Revital NutriMask - Single Pack,Nutrimask,1,1,1,89
"Jul 28, 2026",HR-SH-TR-250,First Cry,Trileaf Rosemary Shampoo - 250g,Navdha Shampoo,1,1,1,203.98
"Jul 28, 2026",BC-CPS-NB-125,D2C,Neem Basil Soap - Single Pack,Soap,27,26,47,7712.33
"Jul 28, 2026",LP-LB-KH-010,First Cry,Kokum Honey Lip Butter,Lip Butter,2,2,2,352.56
"Jul 28, 2026",BC-CP-CA-100,Nykaa,Castor Oil - 100 ml,CP Hair Oil,2,2,2,408.85
"Jul 28, 2026",FC-KL-BM-040,D2C,Banana Mulethi Lepa - Pack of 1,Lepa,2,2,3,614.29
"Jul 28, 2026",HR-HO-TL-100,Myntra,Crushed Tri-Leaf Winter Hair Oil - 100 ml,Winter Hair Oil,1,1,1,293
"Jul 28, 2026",FC-FW-MDPA-100,D2C,Masoor Dal Tikta Face Wash,Tikta,19,19,22,5314.93
"Jul 28, 2026",FC-CM-CKM-010,First Cry,Classical Kumkumadi Mukhalaya 10 ml,Facial Oil,1,1,1,740.4
"Jul 28, 2026",BC-BL-RFR-250,Flipkart,Fig Rose Malai Lotion,Malai Lotion,12,11,12,3786
"Jul 28, 2026",FC-EM-FG-025,Nykaa,Five Gram Mura - Single Pack,Mura,1,1,2,174.8
"Jul 28, 2026",BA-BP-SC-150,Myntra,Shwet Chandan Baby Powder,Baby Powder,4,4,4,900
"Jul 28, 2026",BC-EO-TT-015,D2C,Tea Tree Essential Oil - 15ml,Essential Oil,1,1,1,404
"Jul 28, 2026",BC-CPS-HL-020,D2C,Cold Pressed Himalayan Lavender Soap - 20g - Brand starter,Starter Sample,29,29,37,1004.49
"Jul 28, 2026",AC-PFR-PS-00,D2C,Pumice Rub - Single Pack,Pumice Rub,4,4,5,768
"Jul 28, 2026",BC-BL-MNS-250,Amazon,Multi-Nut Malai Lotion,Malai Lotion,6,6,6,2400.3
"Jul 28, 2026",BC-PO-AL-100,Nykaa,Pure Almond (Badam) Oil - 100ml,Pure Oil,2,2,4,794.2
"Jul 28, 2026",HR-SH-TR-650,D2C,Trileaf Rosemary Shampoo - 650 ml,Navdha Shampoo,16,15,19,12486.8
"Jul 28, 2026",BC-CPS-DC-125,Myntra,Charcoal Soap - Single Pack,Soap,1,1,1,178.5
"Jul 28, 2026",HR-NM-TL-040,First Cry,Crushed Tri-Leaf NutriMask - Single Pack,Nutrimask,2,2,5,286
"Jul 28, 2026",BC-HM-MCY-030,First Cry,Mango Cinnamon Hand Malai  - Single Pack,Hand Malai,2,2,4,405.08
"Jul 28, 2026",LP-LM-BR-012,First Cry,Beetroot Rose Lip Mura - Beginner,Lip Mura,1,1,1,121.2
"Jul 28, 2026",FC-KL-NA-040,Flipkart,Neem Ajwain Lepa - Pack of 1,Lepa,1,1,2,326
"Jul 28, 2026",BC-CP-JO-050,Nykaa,Jojoba Oil - 50 ml,CP Face Oil,12,12,12,4686.38
"Jul 28, 2026",HR-SH-HB-650,Nykaa,Hibiscus Shampoo - 650 ml,Navdha Shampoo,9,9,9,6227.47
"Jul 28, 2026",BA-PBO-AL-100,Nykaa,Pure Almond Baby Oil - 100 ml,Pure Baby Oil,2,2,2,867.65
"Jul 28, 2026",HR-HB-AM-025,Myntra,Almond Marula Hair Balm,Hair Balm,1,1,2,548
"Jul 28, 2026",HR-AHO-CC-200,Amazon,Castor Coconut All Season Hair Oil - 200 ml,All Season Hair Oil,1,1,1,523.95
"Jul 28, 2026",FC-FL-GU-100,Myntra,Pure Gulab Jal - Single Pack,Flora Jal,9,9,13,2549
"Jul 28, 2026",FC-DM-NR-030,Nykaa,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,3,3,3,771.04
"Jul 28, 2026",HR-SH-ON-250,Myntra,Onion Shampoo- 250ml,Navdha Shampoo,1,1,1,300
"Jul 28, 2026",HR-SH-TR-250,Myntra,Trileaf Rosemary Shampoo - 250g,Navdha Shampoo,2,2,2,651.48
"Jul 28, 2026",BC-PO-AL-100,Flipkart,Pure Almond (Badam) Oil - 100ml,Pure Oil,1,1,2,383.5
"Jul 28, 2026",FC-HG-BT-080,D2C,Beetroot Tomato Vit-A Gel - 80 gms,Gel Pack,3,3,4,848.2
"Jul 28, 2026",AC-KNC-DT-00,Amazon,Neem Comb - Dual Tooth,Comb,4,4,5,939.81
"Jul 28, 2026",BC-MA-TA-100,First Cry,Tulsi Ashwagandha Maahu - 100 ml,Maahu,1,1,1,176.5
"Jul 28, 2026",FC-HHDM-TV-030,Myntra,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,328
"Jul 28, 2026",HR-SHO-HA-200,Nykaa,Hibiscus Amla Summer Hair Oil - 200 ml,Summer Hair Oil,46,46,96,21302.51
"Jul 28, 2026",HR-SHO-TL-200,Cred,Crushed Tri-Leaf Summer Hair Oil - 200 ml,Summer Hair Oil,1,1,2,429
"Jul 28, 2026",BC-BL-CID-250,Nykaa,Double Cocoa Malai Lotion,Malai Lotion,1,1,1,315.12
"Jul 28, 2026",HR-SHO-TL-200,Myntra,Crushed Tri-Leaf Summer Hair Oil - 200 ml,Summer Hair Oil,1,1,2,482
"Jul 28, 2026",FC-FW-KMPA-100,Myntra,Kali Mitti Face Wash,Tikta,2,2,2,501
"Jul 28, 2026",HR-SHO-HA-100,Myntra,Hibiscus Amla Summer Hair Oil - 100 ml,Summer Hair Oil,8,8,9,2787
"Jul 28, 2026",BC-EO-RM-030,Nykaa,Rosemary Essential Oil - 30 ml,Essential Oil,5,5,5,2450.04
"Jul 28, 2026",FC-FL-MO-100,D2C,Pure Mogra Jal - Single Pack,Flora Jal,5,5,9,1771.67
"Jul 28, 2026",BC-BL-CID-250,D2C,Double Cocoa Malai Lotion,Malai Lotion,8,8,8,2836.19
"Jul 28, 2026",HR-NM-NB-040,Amazon,Neem & Bhringraj NutriMask - Single Pack,Nutrimask,2,2,4,467.28
"Jul 28, 2026",FC-EM-UJ-025,D2C,Urad Jojoba Mura - Single Pack,Mura,1,1,2,165.5
"Jul 28, 2026",FC-KL-TK-040,Flipkart,Tamarind Kasturi Lepa - Pack of 1,Lepa,2,2,2,286
"Jul 28, 2026",FC-KL-GK-040,Jio Mart,Gulab Khus Lepa - Pack of 1,Lepa,1,1,1,181
"Jul 28, 2026",FC-FW-BUPA-100,Cred,Ubtan Tikta Face Wash,Tikta,1,1,2,479
"Jul 28, 2026",FC-EM-HS-025,D2C,Honey Sunflower Mura - Single Pack,Mura,2,2,5,372.8
"Jul 28, 2026",FC-KL-KA-040,First Cry,Kaolin Aparajita Lepa - Pack of 1,Lepa,1,1,2,218.4
"Jul 28, 2026",HR-NJ-MJ-200,D2C,Methi Jal - 200ml,Nourishing Jal,14,14,15,4409.6
"Jul 28, 2026",FC-FL-GU-100,Amazon,Pure Gulab Jal - Single Pack,Flora Jal,49,49,58,11940.6
"Jul 28, 2026",BA-PBO-AL-200,Flipkart,Pure Almond Baby Oil - 200 ml,Pure Baby Oil,1,1,2,831
"Jul 28, 2026",BA-BP-SC-150,Amazon,Shwet Chandan Baby Powder,Baby Powder,26,26,28,6053.19
"Jul 28, 2026",HR-HB-AG-025,First Cry,Argan Grapeseed Hair Balm,Hair Balm,1,1,1,146
"Jul 28, 2026",BC-CPS-EO-125,First Cry,Orange Soap - Single Pack,Soap,4,4,7,651
"Jul 28, 2026",BC-PO-AL-50,D2C,Pure Almond (Badam) Oil - 50ml,Pure Oil,2,2,2,507.94
"Jul 28, 2026",BC-CP-SE-200,First Cry,Sesame Oil - 200 ml,CP Body Oil,1,1,1,269.45
"Jul 28, 2026",HR-HO-TL-100,Nykaa,Crushed Tri-Leaf Winter Hair Oil - 100 ml,Winter Hair Oil,6,6,6,1675.9
"Jul 28, 2026",HR-HE-RA-250,First Cry,Henna Paste - Pack of 1,Henna,27,24,65,6402.58
"Jul 28, 2026",FC-DM-NR-030,Amazon,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,5,5,5,1674.75
"Jul 28, 2026",BA-SMA-BN-100,Amazon,Summer Baby Maahu (Balamool Nimbuka) - 100 ml,Baby Maahu,1,1,1,347.55
"Jul 28, 2026",FC-FW-MDPA-100,Flipkart,Masoor Dal Tikta Face Wash,Tikta,15,15,16,3345.5
"Jul 28, 2026",BC-CPS-DC-125,Amazon,Charcoal Soap - Single Pack,Soap,1,1,1,173.25
"Jul 28, 2026",BA-PBO-VCO-100,Nykaa,Pure Virgin Coconut Baby Oil - 100 ml,Pure Baby Oil,9,9,9,1977.15
"Jul 28, 2026",FC-FW-BUPA-100,Flipkart,Ubtan Tikta Face Wash,Tikta,597,569,608,104986.05
"Jul 28, 2026",HR-HE-RT-060,Myntra,Henna Touch-Up Paste - Single Pack,Henna,25,25,52,4429.7
"Jul 28, 2026",BC-CPS-SS-125,D2C,Sandalwood Soap - Single Pack,Soap,28,28,41,6059.35
"Jul 28, 2026",HR-CN-NG-150,D2C,Neem Green Tea Conditioner 150ml,Nutri Conditioner,12,12,15,4023.23
"Jul 28, 2026",HR-PHO-SB-050,Amazon,Post-Henna Stain Boost Oil ,Post-Henna Oil,22,22,22,3582.35
"Jul 28, 2026",HR-NJ-RJ-200,Pop Club,Rosemary Jal - 200ml,Nourishing Jal,2,2,2,498
"Jul 28, 2026",HR-HIP-IP-85,Nykaa,HUFA Pigment Indigo Powder - 85g,Indigo Powder,58,57,58,13134.94
"Jul 28, 2026",FC-HDDM-FBK-005,D2C,Flax Bakuchi Vit-EC Omega+ 35yrs+ Hot Dry - 5g - Brand Starter,Starter Sample,25,25,28,1140.67
"Jul 28, 2026",BA-BML-TC-200,D2C,Baby Malai Lotion Tender Coconut,Baby Malai Lotion,5,5,6,2010.94
"Jul 28, 2026",BC-PO-AL-50,Nykaa,Pure Almond (Badam) Oil - 50ml,Pure Oil,8,8,8,1769.86
"Jul 28, 2026",HR-NM-TL-040,D2C,Crushed Tri-Leaf NutriMask - Single Pack,Nutrimask,43,42,118,11152.98
"Jul 28, 2026",HR-SH-AP-250,D2C,Aloe Peanut Shampoo - 250g,Navdha Shampoo,14,14,16,4996.51
"Jul 28, 2026",FC-HG-PA-080,Amazon,Aloe Vera Gel - 80 gms,Aloe Vera Gel,5,5,10,1925.14
"Jul 28, 2026",AC-KNC-WTSL-00,Nykaa,Neem Comb - Shampoo Large,Comb,7,7,7,1131.78
"Jul 28, 2026",HR-HIP-IP-85,Myntra,HUFA Pigment Indigo Powder - 85g,Indigo Powder,7,7,7,1809.14
"Jul 28, 2026",FC-DM-AA-030,Meesho,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,2,2,2,744
"Jul 28, 2026",BC-CPS-NLTB-125,Myntra,Tomato Basil Soap - Single Pack,Soap,7,7,18,1962
"Jul 28, 2026",BC-CPS-DC-125,Nykaa,Charcoal Soap - Single Pack,Soap,3,3,4,593.42
"Jul 28, 2026",HR-PHO-SB-050,Flipkart,Post-Henna Stain Boost Oil ,Post-Henna Oil,12,12,12,1349.45
"Jul 28, 2026",HR-HB-AM-025,Flipkart,Almond Marula Hair Balm,Hair Balm,21,21,21,4172.5
"Jul 28, 2026",HR-SH-CC-250,Meesho,Curry Cider Shampoo - 250g,Navdha Shampoo,2,2,4,1206
"Jul 28, 2026",FC-AC-OV-050,Nykaa,Active Olive Vit-E Night Gel,Active Gel,4,4,4,1275.47
"Jul 28, 2026",BC-CP-CA-200,D2C,Castor Oil - 200 ml,CP Hair Oil,12,12,15,4612.32
"Jul 28, 2026",BC-SM-CID-200,Flipkart,Double Cocoa Skin Malai - 200ml - Single Pack,Malai,2,2,4,724.64
"Jul 28, 2026",BA-BP-RH-150,D2C,Raw Haldi Baby Powder,Baby Powder,5,5,5,1116.77
"Jul 28, 2026",BC-CPS-NLTB-125,Meesho,Tomato Basil Soap - Single Pack,Soap,1927,1604,2073,189264
"Jul 28, 2026",FC-HG-PA-080,Myntra,Aloe Vera Gel - 80 gms,Aloe Vera Gel,1,1,1,200
"Jul 28, 2026",FC-KL-TK-040,D2C,Tamarind Kasturi Lepa - Pack of 1,Lepa,10,10,13,2329.54
"Jul 28, 2026",BC-CP-AL-100,First Cry,Almond Oil - 100 ml,CP Hair Oil,2,2,4,651.6
"Jul 28, 2026",BC-CPS-TO-125,Flipkart,Turmeric Oats Soap - Single Pack,Soap,3,3,5,621.5
"Jul 28, 2026",HR-NM-CS-040,D2C,Curry Sesame NutriMask - Single Pack,Nutrimask,19,19,49,5627.59
"Jul 28, 2026",HR-SHO-CS-200,First Cry,Curry Sesame Summer Hair Oil - 200 ml,Summer Hair Oil,1,1,2,336.5
"Jul 28, 2026",BA-PBO-AL-100,Amazon,Pure Almond Baby Oil - 100 ml,Pure Baby Oil,1,1,1,527.96
"Jul 28, 2026",FC-KL-CN-040,D2C,Chandan Nagakesar Lepa - Pack of 1,Lepa,22,21,25,5676.15
"Jul 28, 2026",BC-CP-AR-030,Flipkart,Argan Oil - 30 ml,CP Hair Oil,1,1,1,339.5
"Jul 28, 2026",BC-BU-TB-080,Nykaa,Turmeric Bath Ubtan - Single Pack,Bath,1,1,2,370.5
"Jul 28, 2026",BC-CPS-MR-125,Nykaa,Milk Rosehip Soap - Single Pack,Soap,12,12,15,2216.89
"Jul 28, 2026",FC-KL-NA-040,D2C,Neem Ajwain Lepa - Pack of 1,Lepa,4,4,5,851.05
"Jul 28, 2026",BC-EO-SO-015,Nykaa,Sweet Orange Essential Oil - 15 ml,Essential Oil,1,1,1,246
"Jul 28, 2026",FC-ML-LMR-015,D2C,Lotus Marula Mukhalaya 15 ml,Facial Oil,1,1,1,311
"Jul 28, 2026",FC-HG-NT-080,Flipkart,Neem TeaTree Anti-Acne Gel - 80 gms,Gel Pack,1,1,1,171.86
"Jul 28, 2026",FC-CM-CKM-015,D2C,Classical Kumkumadi Mukhalaya 15 ml,Facial Oil,1,1,1,2325
"Jul 28, 2026",HR-HIP-IP-170,First Cry,HUFA Pigment Indigo Powder - 170g,Indigo Powder,3,3,3,898.3
"Jul 28, 2026",AC-KNC-DNWT-03,Cred,Neem Comb Combo Dual + Wide + Fine,Comb,1,1,1,349
"Jul 28, 2026",BC-BU-MR-080,Nykaa,Masoor Bath Ubtan - Single Pack,Bath,6,6,8,1530.25
"Jul 28, 2026",BC-CP-VC-100,Nykaa,Virgin Coconut Oil - 100 ml,CP Hair Oil,1,1,1,229.9
"Jul 28, 2026",FC-FW-KMPA-100,Meesho,Kali Mitti Face Wash,Tikta,2,2,2,490
"Jul 28, 2026",BC-CP-CO-200,D2C,Coconut Oil - 200 ml,CP Hair Oil,1,1,2,718
"Jul 28, 2026",HR-HE-RA-250,Pharmeasy,Henna Paste - Pack of 1,Henna,1,1,1,163.24
"Jul 28, 2026",BC-CP-CA-200,Nykaa,Castor Oil - 200 ml,CP Hair Oil,24,24,24,5496.73
"Jul 28, 2026",FC-FW-RCGL-100,Nykaa,Roasted Chicory Tikta Gel Face Wash,Tikta,1,1,1,190
"Jul 28, 2026",HR-AHO-HA-100,Nykaa,Hibiscus Amla All Season Hair Oil - 100 ml,All Season Hair Oil,15,15,15,4734.22
"Jul 28, 2026",BC-CP-JO-030,Flipkart,Jojoba Oil - 30 ml,CP Face Oil,3,3,3,605
"Jul 28, 2026",HR-HO-TL-100,D2C,Crushed Tri-Leaf Winter Hair Oil - 100 ml,Winter Hair Oil,5,5,7,1909.78
"Jul 28, 2026",BC-CPS-NLTB-125,Amazon,Tomato Basil Soap - Single Pack,Soap,4,4,8,1045.8
"Jul 28, 2026",BA-SMA-BN-200,Nykaa,Summer Baby Maahu (Balamool Nimbuka) - 200 ml,Baby Maahu,1,1,2,484.5
"Jul 28, 2026",FC-FL-LA-100,Myntra,Pure Lavender Jal - Single Pack,Flora Jal,1,1,1,215
"Jul 28, 2026",FK-AHO-HA-150,Flipkart,Hibiscus Amla - 150g,All Season Hair Oil,5,5,5,1449.5
"Jul 28, 2026",HR-SH-HB-650,First Cry,Hibiscus Shampoo - 650 ml,Navdha Shampoo,4,4,4,1720.4
"Jul 28, 2026",BC-BU-TB-080,D2C,Turmeric Bath Ubtan - Single Pack,Bath,6,6,9,1574.96
"Jul 28, 2026",FC-AC-OK-050,Cred,Active Orange Kiwi Vit-C Gel,Active Gel,40,38,40,5588.7
"Jul 28, 2026",FC-ML-WAR-030,D2C,Walnut Anaar Mukhalaya 30 ml,Facial Oil,2,2,6,1200.84
"Jul 28, 2026",AC-KNC-DT-00,Flipkart,Neem Comb - Dual Tooth,Comb,10,10,10,1515
"Jul 28, 2026",HR-SH-CC-250,First Cry,Curry Cider Shampoo - 250g,Navdha Shampoo,1,1,1,159.95
"Jul 28, 2026",AC-SDL-LO-00,First Cry,Loofah - Single Pack,Loofah,1,1,3,209
"Jul 28, 2026",FC-CWDM-BT-030,D2C,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,236.6
"Jul 28, 2026",BC-BL-MNS-250,D2C,Multi-Nut Malai Lotion,Malai Lotion,11,11,12,4037.02
"Jul 28, 2026",HR-SH-HB-250,First Cry,Five Oil Hibiscus Shampoo - 250g,Navdha Shampoo,5,5,6,1163.71
"Jul 28, 2026",FC-CM-CKM-015,Nykaa,Classical Kumkumadi Mukhalaya 15 ml,Facial Oil,1,1,1,1618
"Jul 28, 2026",FC-CM-CEM-030,Nykaa,Classical Eladi Mukhalaya 30 ml,Facial Oil,3,3,3,1396.5
"Jul 28, 2026",HR-CN-TR-150,Meesho,Trileaf Rosemary Conditioner - 150g,Nutri Conditioner,1,1,1,309
"Jul 28, 2026",BC-HM-MCY-030,D2C,Mango Cinnamon Hand Malai  - Single Pack,Hand Malai,1,1,2,405
"Jul 28, 2026",FC-KL-OK-040,D2C,Orange Kalonji Lepa - Pack of 1,Lepa,10,10,13,2276.68
"Jul 28, 2026",FC-ML-LMR-030,D2C,Lotus Marula Mukhalaya 30 ml,Facial Oil,1,1,2,339.31
"Jul 28, 2026",BA-BML-TC-200,Amazon,Baby Malai Lotion Tender Coconut,Baby Malai Lotion,6,6,10,3832.5
"Jul 28, 2026",FC-FW-MVGL-100,Nykaa,Moringa Vit-C Tikta Gel Face Wash,Tikta,11,11,13,2758.95
"Jul 28, 2026",HR-CN-HB-150,D2C,Five Oil Hibiscus Conditioner - 150g,Nutri Conditioner,74,73,84,22709.47
"Jul 28, 2026",BC-HM-TRL-030,Flipkart,Tucuma Rose Hand Malai - Single Pack,Hand Malai,1,1,1,145
"Jul 28, 2026",FC-HHDM-TV-050,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,2,2,2,660.35
"Jul 28, 2026",HR-HE-RA-250,Flipkart,Henna Paste - Pack of 1,Henna,156,151,326,41980.22
"Jul 28, 2026",FC-AC-AC-050,Nykaa,Active Aloe Cactus Hydra Lift Gel,Active Gel,1,1,1,341.05
"Jul 28, 2026",AC-KNC-WTSS-00,Nykaa,Neem Comb - Shampoo Small,Comb,65,65,67,9082.94
"Jul 28, 2026",FC-FL-GU-100,Cred,Pure Gulab Jal - Single Pack,Flora Jal,3,2,3,516.53
"Jul 28, 2026",HR-CN-TR-150,First Cry,Trileaf Rosemary Conditioner - 150g,Nutri Conditioner,1,1,1,179.02
"Jul 28, 2026",FC-FW-PBCR-100,D2C,Bitter Milk Tikta Cream Face Wash,Tikta,14,14,18,4177.5
"Jul 28, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,4,4,5,1375.24
"Jul 28, 2026",HR-CN-HB-150,Nykaa,Five Oil Hibiscus Conditioner - 150g,Nutri Conditioner,55,54,56,13378.67
"Jul 28, 2026",HR-NM-MR-040,Nykaa,Men's 8 Herbs Hair Revital NutriMask - Single Pack,Nutrimask,1,1,3,230.38
"Jul 28, 2026",FC-HP-HHP-100,D2C,Hibiscus Herbal Powder - 100g,Herbal Powder,18,18,20,6798.37
"Jul 28, 2026",BC-BL-CID-250,Flipkart,Double Cocoa Malai Lotion,Malai Lotion,1,1,2,616
"Jul 28, 2026",HR-NM-TL-040,Pharmeasy,Crushed Tri-Leaf NutriMask - Single Pack,Nutrimask,1,1,1,91
"Jul 28, 2026",AC-KNC-FTSS-00,Myntra,Neem Comb - Styling Small,Comb,2,2,2,315
"Jul 28, 2026",BC-HM-BVE-030,Nykaa,Berry Vanilla Hand Malai - Single Pack,Hand Malai,12,12,22,3169.85
"Jul 28, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,9,9,15,3856.5
"Jul 28, 2026",HR-AHO-OA-200,Nykaa,Olive Almond Vit-E All Season Hair Oil - 200 ml,All Season Hair Oil,2,2,2,788.98
"Jul 28, 2026",BC-CPS-EO-125,Cred,Orange Soap - Single Pack,Soap,3,3,6,621
"Jul 28, 2026",HR-CN-CC-150,Flipkart,Curry Cider Conditioner - 150g,Nutri Conditioner,1,1,1,215
"Jul 28, 2026",BC-CPS-NLTB-125,Nykaa,Tomato Basil Soap - Single Pack,Soap,24,24,74,6609.18
"Jul 28, 2026",FC-DM-NR-030,First Cry,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,167.6
"Jul 28, 2026",FC-CWDM-FW-030,Myntra,Flax Walnut (Cold) 35+ Face Malai,Face Malai,1,1,1,352
"Jul 28, 2026",BA-WMA-BS-100,First Cry,Winter Baby Maahu (Balamool Sunthi) - 100 ml,Baby Maahu,1,1,1,321.9
"Jul 28, 2026",BA-SHO-BM-110,Internal,Brahmi Summer Baby Scalp Oil - 110 ml,Baby Scalp Oil,1,1,1,369
"Jul 28, 2026",BA-WHO-BM-110,Amazon,Brahmi Winter Baby Scalp Oil - 110 ml,Baby Scalp Oil,8,8,8,2780.4
"Jul 28, 2026",HR-SHO-HA-200,Myntra,Hibiscus Amla Summer Hair Oil - 200 ml,Summer Hair Oil,3,3,6,1485
"Jul 28, 2026",BC-SM-RFR-120,D2C,Fig Rose Skin Malai - 120 ml - Single Pack,Malai,3,3,3,947.15
"Jul 28, 2026",HR-SHO-CS-100,Nykaa,Curry Sesame Summer Hair Oil - 100 ml,Summer Hair Oil,11,11,12,3137.55
"Jul 28, 2026",FC-ML-STR-015,D2C,Saffron Tuberose Mukhalaya 15 ml,Facial Oil,1,1,1,197.5
"Jul 28, 2026",HR-HB-AG-025,Flipkart,Argan Grapeseed Hair Balm,Hair Balm,10,10,10,2030
"Jul 28, 2026",BC-CP-CA-200,Cred,Castor Oil - 200 ml,CP Hair Oil,3,3,3,597
"Jul 28, 2026",AC-SDL-LO-00,Flipkart,Loofah - Single Pack,Loofah,1,1,2,185
"Jul 28, 2026",FT-FS-LU-050,First Cry,Lavender Unwind Foot Salt - Single Pack,Foot Salt,2,2,4,180.9
"Jul 28, 2026",FK-FW-BUPA-150,Flipkart,Ubtan Face Wash - 150g,Tikta,96,94,158,28378.95
"Jul 28, 2026",BC-SM-CID-120,Myntra,Double Cocoa Skin Malai - 120 ml - Single Pack,Malai,1,1,1,358
"Jul 28, 2026",LP-LB-OM-010,D2C,Orange Marigold Lip Butter,Lip Butter,5,5,5,1180.13
"Jul 28, 2026",BC-SM-RFR-120,Nykaa,Fig Rose Skin Malai - 120 ml - Single Pack,Malai,2,2,2,514.59
"Jul 28, 2026",HR-SH-HB-650,Flipkart,Hibiscus Shampoo - 650 ml,Navdha Shampoo,1,1,1,680
"Jul 28, 2026",BA-BU-MN-080,Amazon,Milk & Nut Baby Ubtan - 80g,Baby Ubtan,1,1,2,488.6
"Jul 28, 2026",HR-HO-HA-100,Meesho,Hibiscus Amla Winter Hair Oil - 100 ml,Winter Hair Oil,1,1,1,349
"Jul 28, 2026",HR-HIP-IP-85,First Cry,HUFA Pigment Indigo Powder - 85g,Indigo Powder,5,5,5,870.95
"Jul 28, 2026",AC-KNC-DNT-02,Myntra,Neem Comb Combo Dual + Fine,Comb,2,2,2,772
"Jul 28, 2026",FT-FS-LU-050,Flipkart,Lavender Unwind Foot Salt - Single Pack,Foot Salt,1,1,2,108.5
"Jul 28, 2026",HR-SHO-MR-200,Myntra,Men's Revital Summer Hair Oil - 200 ml,Summer Hair Oil,1,1,2,550
