id,created_at,customer_id,product_category,product_variant,age,skin_type,hair_type,NPS Score For Brand,NPS Score For Product,Brand Customer Migrated From,What do you like about Nat Habit,What do you not like about Nat Habit,Like Product,Not like Product
246723,"Aug 4, 2025, 17:04",3917775,Henna,Henna Touch-Up Paste  - Pack of 2,41,Oily,Straight hair|Dry & Damaged,10,7,Nat Habit is my first!,,,Easy to use & ready to apply,Does not give expected colour to hair
271794,"Aug 25, 2025, 16:19",1117522,Henna,Henna Paste - Pack of 2,44,Sensitive,Curly / Wavy hair,5,5,Godrej Nupur,,,Easy to use & ready to apply,Does not give expected colour to hair
265717,"Aug 20, 2025, 16:41",4721712,Henna,Henna Paste - Pack of 2,47,Combination,Curly / Wavy hair,5,5,Nat Habit is my first!,,,Easy to use & ready to apply,Does not give expected colour to hair
264519,"Aug 20, 2025, 16:40",1741395,Henna,Henna Paste - Pack of 2,45,Combination,Curly / Wavy hair,5,5,Godrej Nupur,,,Easy to use & ready to apply,Does not give expected colour to hair
264147,"Aug 19, 2025, 12:24",4694507,Henna,Henna Touch-Up Paste - Single Pack,30,Normal,Curly / Wavy hair,2,2,Nat Habit is my first!,,,,Does not give expected colour to hair|Price of product is high
257570,"Aug 14, 2025, 16:04",3704656,Henna,Henna Touch-Up Paste  - Pack of 2,42,Dry,Dry scalp & Frizzy hair|Dry & Damaged|Curly / Wavy hair,9,9,Nat Habit is my first!,,,Superior quality of henna|Easy to use & ready to apply|Gives hair deep rich colour,Leaves hair and scalp dry
275166,"Aug 28, 2025, 17:17",814101,Henna,Henna Paste - Pack of 2,47,Sensitive,Straight hair|Oily scalp|Dry & Damaged|Normal,7,9,Natural Mehendi powder using before Nathabit,,,Easy to use & ready to apply|Good value for money,Leaves hair and scalp dry|No complaints- love the product!
276131,"Aug 28, 2025, 17:18",843682,Henna,Henna Paste - Pack of 2,39,Dry,Dry & Damaged,9,10,Nat Habit is my first!,,,Gives hair deep rich colour|Easy to use & ready to apply|Superior quality of henna|Good value for money,Leaves hair and scalp dry|Price of product is high
275083,"Aug 28, 2025, 17:17",4759079,Henna,Henna Paste - Pack of 2,35,Dry,Curly / Wavy hair,10,10,Nat Habit is my first!,,,Easy to use & ready to apply,No complaints- love the product!
274313,"Aug 27, 2025, 16:17",1577662,Henna,Henna Paste - Pack of 2,38,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair|Dry & Damaged,10,10,Nupur henna and patanjali heena,,,Easy to use & ready to apply|Superior quality of henna|Gives hair deep rich colour,No complaints- love the product!
273966,"Aug 27, 2025, 16:16",332265,Henna,Henna Paste - Pack of 2,32,Combination,Straight hair,10,10,Nat Habit is my first!,,,Gives hair deep rich colour|Good value for money|Easy to use & ready to apply|Superior quality of henna,No complaints- love the product!
273436,"Aug 27, 2025, 16:16",798924,Henna,Henna Paste - Pack of 4,41,Sensitive,Dry scalp & Frizzy hair|Dry & Damaged,10,10,Nat Habit is my first!,,,Gives hair deep rich colour|Good value for money|Superior quality of henna,No complaints- love the product!
263373,"Aug 19, 2025, 12:23",817434,Henna,Henna Paste - Pack of 2,47,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,10,10,Nat Habit is my first!,,,Gives hair deep rich colour|Good value for money|Easy to use & ready to apply|Superior quality of henna,No complaints- love the product!
263345,"Aug 19, 2025, 12:23",858340,Henna,Henna Paste - Pack of 2,52,Normal,Straight hair|Normal,10,10,Nat Habit is my first!,,,Superior quality of henna|Easy to use & ready to apply|Gives hair deep rich colour|Good value for money,No complaints- love the product!
263014,"Aug 19, 2025, 12:23",4725692,Henna,Henna Paste - Pack of 2,50,Normal,Straight hair,10,10,Godrej Nupur,,,Easy to use & ready to apply,No complaints- love the product!
262547,"Aug 19, 2025, 12:23",2671060,Henna,Henna Paste - Pack of 2,40,Normal,Dry & Damaged,10,10,Nat Habit is my first!,,,Gives hair deep rich colour|Easy to use & ready to apply|Superior quality of henna,No complaints- love the product!
262146,"Aug 18, 2025, 18:42",4712071,Henna,Henna Paste - Pack of 2,47,Combination,Normal,10,10,Nat Habit is my first!,,,Easy to use & ready to apply|Superior quality of henna,No complaints- love the product!
261124,"Aug 18, 2025, 18:41",788628,Henna,Henna Touch-Up Paste  - Pack of 2,46,Combination,Dry scalp & Frizzy hair,10,10,Nat Habit is my first!,,,Superior quality of henna,No complaints- love the product!
258821,"Aug 15, 2025, 17:29",4157402,Henna,Henna Paste - Pack of 2,57,Dry,Curly / Wavy hair,10,10,Godrej Nupur,,,Good value for money,No complaints- love the product!
257214,"Aug 14, 2025, 16:03",4548494,Henna,Henna Paste - Pack of 2,40,Normal,Normal,10,10,indigo,,,Gives hair deep rich colour,No complaints- love the product!
255815,"Aug 12, 2025, 13:55",208605,Henna,Henna Paste - Pack of 4,43,Sensitive,Normal,2,10,Godrej Nupur,,,Easy to use & ready to apply|Superior quality of henna|Gives hair deep rich colour,No complaints- love the product!
247886,"Aug 4, 2025, 17:05",2503680,Henna,Henna Touch-Up Paste  - Pack of 2,65,Sensitive,Straight hair,10,10,Mamaearth,,,Easy to use & ready to apply|Gives hair deep rich colour,No complaints- love the product!
246627,"Aug 4, 2025, 17:04",4651529,Henna,Henna Paste - Pack of 2,35,Combination,Dry scalp & Frizzy hair,10,10,Godrej Nupur,,,Easy to use & ready to apply|Good value for money|Superior quality of henna,No complaints- love the product!
275319,"Aug 28, 2025, 17:17",1639139,Henna,Henna Paste - Pack of 2,34,Oily,Curly / Wavy hair|Dry scalp & Frizzy hair,9,9,Nat Habit is my first!,,,Gives hair deep rich colour,No complaints- love the product!
274078,"Aug 27, 2025, 16:16",4751362,Henna,Henna Paste - Pack of 2,35,Sensitive,Dry scalp & Frizzy hair,7,9,Godrej Nupur,,,Easy to use & ready to apply|Gives hair deep rich colour,No complaints- love the product!
273221,"Aug 27, 2025, 16:16",4755841,Henna,Henna Paste - Pack of 2,38,Normal,Curly / Wavy hair|Dry scalp & Frizzy hair,9,9,Godrej Nupur,,,Easy to use & ready to apply,No complaints- love the product!
272790,"Aug 25, 2025, 16:20",4606588,Henna,Henna Touch-Up Paste  - Pack of 2,67,Normal,Normal,9,9,Indus Valley,,,Superior quality of henna,No complaints- love the product!
272351,"Aug 25, 2025, 16:19",4005800,Henna,Henna Touch-Up Paste - Single Pack,47,Oily,Dry scalp & Frizzy hair,8,8,Nat Habit is my first!,,,Easy to use & ready to apply|Gives hair deep rich colour,No complaints- love the product!
245699,"Aug 2, 2025, 15:03",4640488,Loofah,Loofah - Single Pack,39,Dry,Curly / Wavy hair|Dry scalp & Frizzy hair,10,9,Bon organics,,,Good for skin exfoliation |Effective for good cleansing,No complaints- love the product!
273412,"Aug 27, 2025, 16:16",2541485,Loofah,Loofah - Single Pack,30,Oily,Normal,10,8,Unbranded,,,Effective for good cleansing|Good for skin exfoliation |Easy to use|Good value for money,No complaints- love the product!
273805,"Aug 27, 2025, 16:16",3359326,Henna,Henna Paste - Pack of 2,34,Oily,Straight hair|Oily scalp,7,10,Anoos,,,Easy to use & ready to apply|Gives hair deep rich colour,No complaints- love the product!|Price of product is high
274649,"Aug 27, 2025, 16:17",361227,Henna,Henna Paste - Pack of 2,35,Normal,Curly / Wavy hair,10,10,Mamaearth,,,Easy to use & ready to apply,Price of product is high
273898,"Aug 27, 2025, 16:16",4752356,Henna,Henna Paste - Pack of 2,50,Dry,Straight hair,10,10,"Only pure heena soaked at home in tea coffe boiled water,and added amla,oil",,,Gives hair deep rich colour|Easy to use & ready to apply|Superior quality of henna,Price of product is high
255350,"Aug 12, 2025, 13:54",4164350,Henna,Henna Paste - Pack of 2,40,Dry,Dry scalp & Frizzy hair,10,10,Godrej Nupur,,,Gives hair deep rich colour,Price of product is high
275709,"Aug 28, 2025, 17:18",1628540,Henna,Henna Paste - Pack of 2,60,Dry,Curly / Wavy hair,8,9,Nat Habit is my first!,,,Easy to use & ready to apply,Price of product is high
265971,"Aug 20, 2025, 16:42",4706788,Henna,Henna Paste - Pack of 2,40,Dry,Dry scalp & Frizzy hair,9,9,Attar Ayurveda,,,Superior quality of henna,Price of product is high
246975,"Aug 4, 2025, 17:04",958631,Henna,Henna Paste - Pack of 2,39,Normal,Straight hair,9,9,Vlcc,,,Easy to use & ready to apply,Price of product is high
246695,"Aug 4, 2025, 17:04",2309772,Henna,Henna Paste - Pack of 2,41,Combination,Curly / Wavy hair,8,9,Godrej Nupur,,,Gives hair deep rich colour,Price of product is high
276502,"Aug 28, 2025, 17:18",4645040,Henna,Henna Paste - Pack of 2,33,Combination,Dry scalp & Frizzy hair|Dry & Damaged,7,8,Nat Habit is my first!,,,Easy to use & ready to apply,Price of product is high
274136,"Aug 27, 2025, 16:16",3812359,Henna,Henna Paste - Pack of 2,40,Normal,Normal,7,6,Supreme Heena Powder,,,Superior quality of henna|Gives hair deep rich colour|Good value for money,Price of product is high
275040,"Aug 28, 2025, 17:17",4327677,Henna,Henna Paste - Pack of 4,34,Sensitive,Dry scalp & Frizzy hair,1,5,Nat Habit is my first!,,,Easy to use & ready to apply,Price of product is high
263553,"Aug 19, 2025, 12:24",3062383,Indigo Powder,HUFA Pigment Indigo Powder - 85g,35,Oily,Straight hair|Oily scalp,10,10,Indus Valley,,,Gives hair deep rich colour|High purity- no chemicals used|Easy to use|Makes colour last longer,No complaints- love the product!
252223,"Aug 10, 2025, 10:46",4683421,Indigo Powder,HUFA Pigment Indigo Powder - 85g,30,Normal,Straight hair,10,10,Kama Ayurveda,,,Gives hair deep rich colour,No complaints- love the product!
247188,"Aug 4, 2025, 17:04",1290762,Indigo Powder,HUFA Pigment Indigo Powder - 85g,40,Normal,Curly / Wavy hair,10,10,Kama Ayurveda,,,High purity- no chemicals used,No complaints- love the product!
246292,"Aug 2, 2025, 15:04",2277804,Indigo Powder,HUFA Pigment Indigo Powder - 85g,32,Normal,Normal,9,10,Unbranded,,,Gives hair deep rich colour|High purity- no chemicals used,Colour did not last long
269409,"Aug 23, 2025, 14:49",4416814,Indigo Powder,HUFA Pigment Indigo Powder - 170g,45,Dry,Curly / Wavy hair|Dry scalp & Frizzy hair,9,9,Nat Habit is my first!,,,Easy to use,No complaints- love the product!
266649,"Aug 21, 2025, 18:22",295414,Indigo Powder,HUFA Pigment Indigo Powder - 85g,42,Sensitive,Dry scalp & Frizzy hair|Dry & Damaged,10,9,Nat Habit is my first!,,,High purity- no chemicals used|Easy to use,Colour did not last long|Dries out my hair
258041,"Aug 15, 2025, 17:29",4315849,Indigo Powder,HUFA Pigment Indigo Powder - 85g,46,Normal,Straight hair|Coloured,9,9,Nat Habit is my first!,,,High purity- no chemicals used|Easy to use|Gives hair deep rich colour,No complaints- love the product!
246095,"Aug 2, 2025, 15:04",4632381,Indigo Powder,HUFA Pigment Indigo Powder - 85g,53,Normal,Straight hair|Normal,8,9,Unbranded,,,Gives hair deep rich colour|High purity- no chemicals used|Easy to use|Makes colour last longer|Helps improve hair quality,Dries out my hair
263262,"Aug 19, 2025, 12:23",4723722,Indigo Powder,HUFA Pigment Indigo Powder - 85g,50,Combination,Dry scalp & Frizzy hair|Coloured,8,8,Nat Habit is my first!,,,Gives hair deep rich colour|High purity- no chemicals used|Easy to use|Makes colour last longer|Helps improve hair quality,Dries out my hair|No complaints- love the product!
258509,"Aug 15, 2025, 17:29",3553454,Indigo Powder,HUFA Pigment Indigo Powder - 85g,43,Combination,Normal,9,8,No need to name,,,High purity- no chemicals used,Colour did not last long
255981,"Aug 12, 2025, 13:55",2867328,Indigo Powder,HUFA Pigment Indigo Powder - 85g,50,Combination,Normal,8,8,Attar Ayurveda,,,High purity- no chemicals used,No complaints- love the product!
257344,"Aug 14, 2025, 16:04",4606754,Indigo Powder,HUFA Pigment Indigo Powder - 85g,48,Combination,Straight hair|Oily scalp|Normal,8,7,Indus Valley,,,Easy to use|High purity- no chemicals used,Did not give the expected colour|Colour did not last long
250924,"Aug 8, 2025, 11:23",4660291,Indigo Powder,HUFA Pigment Indigo Powder - 85g,21,Oily,Normal,1,2,Khadi Natural,,,,Did not give the expected colour
277823,"Aug 30, 2025, 12:30",573284,Lepa,Chandan Nagakesar Lepa + Tamarind Kasturi Lepa,32,Combination,Oily scalp,10,10,Nat Habit is my first!,,,Made of all-natural good quality ingredients|Effectively targets my skin concerns|Love the texture and smell|Good value for money|Gives natural glow post wash,Do not like pouch packaging|Low value for money|No complaints- love the product!
274589,"Aug 27, 2025, 16:17",3735826,Lepa,Aloe Cucumber Lepa - Pack of 1,52,Combination,Curly / Wavy hair|Normal,10,10,Mamaearth,,,Made of all-natural good quality ingredients|Love the texture and smell,No complaints- love the product!
274512,"Aug 27, 2025, 16:17",4643910,Lepa,Chandan Nagakesar Lepa - Pack of 1,55,Normal,Curly / Wavy hair|Dry scalp & Frizzy hair|Coloured|Dry & Damaged,10,10,O3+,,,Gives natural glow post wash|Good value for money|Love the texture and smell,No complaints- love the product!
274413,"Aug 27, 2025, 16:17",419229,Lepa,Neem Ajwain Lepa - Pack of 1,44,Oily,Curly / Wavy hair,10,10,Nat Habit is my first!,,,Effectively targets my skin concerns,No complaints- love the product!
272292,"Aug 25, 2025, 16:19",2855635,Lepa,Chandan Nagakesar Lepa - Pack of 1,54,Dry,Dry scalp & Frizzy hair|Coloured|Dry & Damaged,10,10,Nat Habit is my first!,,,Love the texture and smell|Effectively targets my skin concerns|Made of all-natural good quality ingredients|Good value for money|Gives natural glow post wash,No complaints- love the product!
260461,"Aug 16, 2025, 12:45",4705666,Lepa,Chandan Nagakesar Lepa - Pack of 2,48,Combination,Normal,10,10,Nat Habit is my first!,,,Gives natural glow post wash,No complaints- love the product!
260120,"Aug 16, 2025, 12:45",533981,Lepa,Chandan Nagakesar Lepa - Pack of 1,72,Dry,Coloured,10,10,Mamaearth,,,Love the texture and smell,No complaints- love the product!
258964,"Aug 15, 2025, 17:30",3568650,Lepa,Chandan Nagakesar Lepa - Pack of 1,26,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,8,10,Vilvah,,,Made of all-natural good quality ingredients|Love the texture and smell|Gives natural glow post wash,No complaints- love the product!
256376,"Aug 14, 2025, 16:03",3624406,Lepa,Orange Kalonji Lepa - Pack of 1,40,Combination,Dry scalp & Frizzy hair|Dry & Damaged,10,10,Nat Habit is my first!,,,Gives natural glow post wash,No complaints- love the product!
250080,"Aug 7, 2025, 16:03",3217310,Lepa,Kaolin Aparajita Lepa - Pack of 1,50,Combination,Coloured|Dry & Damaged,9,10,Foxtale,,,Gives natural glow post wash,Do not like pouch packaging
249653,"Aug 7, 2025, 16:02",268682,Lepa,Orange Kalonji Lepa - Pack of 2,70,Normal,Curly / Wavy hair|Coloured|Normal,10,10,Nat Habit is my first!,,,Made of all-natural good quality ingredients|Effectively targets my skin concerns|Love the texture and smell|Good value for money|Gives natural glow post wash,No complaints- love the product!
247530,"Aug 4, 2025, 17:05",4641473,Lepa,Chandan Nagakesar Lepa - Pack of 1,22,Normal,Curly / Wavy hair|Dry scalp & Frizzy hair,9,10,Innisfree,,,Gives natural glow post wash|Love the texture and smell|Made of all-natural good quality ingredients,No complaints- love the product!
247491,"Aug 4, 2025, 17:05",4589906,Lepa,Chandan Nagakesar Lepa - Pack of 1,35,Combination,Dry scalp & Frizzy hair,10,10,Nat Habit is my first!,,,Made of all-natural good quality ingredients,No complaints- love the product!
267934,"Aug 22, 2025, 13:41",598231,Lepa,Chandan Nagakesar Lepa - Pack of 2,26,Combination,Curly / Wavy hair,10,9,Nat Habit is my first!,,,Gives natural glow post wash,No complaints- love the product!
263675,"Aug 19, 2025, 12:24",75838,Lepa,Orange Kalonji Lepa - Pack of 1,39,Oily,Straight hair|Oily scalp|Normal,9,9,Mcaffeine,,,Made of all-natural good quality ingredients|Effectively targets my skin concerns|Love the texture and smell,Do not like pouch packaging
250336,"Aug 7, 2025, 16:03",4629889,Lepa,Chandan Nagakesar Lepa - Pack of 1,35,Combination,Coloured,10,9,Nat Habit is my first!,,,Gives natural glow post wash,Do not like consistency/ texture
246644,"Aug 4, 2025, 17:04",3727625,Lepa,"Banana Mulethi Lepa - Pack of 1, Kaolin Aparajita Lepa - Pack of 1, Gulab Khus Lepa - Pack of 1, Tamarind Kasturi Lepa - Pack of 1, Orange Kalonji Lepa - Pack of 1",43,Combination,Normal,10,9,Pilgrim,,,Gives natural glow post wash,No complaints- love the product!
267131,"Aug 21, 2025, 18:23",3658069,Lepa,Flaxseed Manjistha Lepa - Pack of 2,47,Combination,Straight hair,10,8,Mamaearth,,,Made of all-natural good quality ingredients,No complaints- love the product!
266714,"Aug 21, 2025, 18:22",3400201,Lepa,"Flaxseed Manjistha Lepa + Orange Kalonji Lepa, Pumpkin BlackClay Lepa + Gulab Khus Lepa, Chandan Nagakesar Lepa + Tamarind Kasturi Lepa, Neem Ajwain Lepa - Pack of 2",60,Normal,Coloured,10,8,Biotique,,,Effectively targets my skin concerns|Love the texture and smell|But quantity could have been little more,Product is good but quantity is less
250428,"Aug 8, 2025, 11:23",4667184,Lepa,Chandan Nagakesar Lepa - Pack of 1,35,Oily,Curly / Wavy hair,5,7,Dermaco,,,Made of all-natural good quality ingredients,No complaints- love the product!
265261,"Aug 20, 2025, 16:41",634889,Lepa,Orange Kalonji Lepa - Pack of 2,24,Combination,Curly / Wavy hair|Dry & Damaged,8,6,Foxtale,,,Made of all-natural good quality ingredients|Effectively targets my skin concerns|Love the texture and smell,Do not like pouch packaging
251097,"Aug 8, 2025, 11:23",4651903,Lepa,Chandan Nagakesar Lepa - Pack of 2,24,Oily,Curly / Wavy hair|Oily scalp|Dry & Damaged,8,6,O3+,,,Made of all-natural good quality ingredients,Do not like pouch packaging
249846,"Aug 7, 2025, 16:02",4662315,Lepa,Gulab Khus Lepa - Pack of 1,50,Combination,Oily scalp,4,6,Nat Habit is my first!,,,Effectively targets my skin concerns,Do not like pouch packaging
261498,"Aug 18, 2025, 18:41",4452260,Lip Butter,Pomegranate Rose Lip Butter - Pack of 2,41,Normal,Normal,10,10,Maybelline,,,Good texture & easy to apply,Low value for money
255499,"Aug 12, 2025, 13:54",3896812,Lip Butter,Pomegranate Rose Lip Butter,27,Normal,Normal,10,10,Vaseline,,,Effective for chapped lips & leaves lips feeling soft,No complaints- love the product!
252526,"Aug 10, 2025, 10:47",4336340,Lip Butter,Beetroot Crush Lip Butter + Orange Marigold Lip Butter,52,Normal,Curly / Wavy hair,8,10,Labello,,,Made of pure ghee and rich butters|Effective for chapped lips & leaves lips feeling soft|Long lasting hydration for lips|Love the smell|Good texture & easy to apply,No complaints- love the product!
245275,"Aug 1, 2025, 13:44",389144,Lip Butter,Beetroot Crush Lip Butter,40,Sensitive,Straight hair,10,10,N,,,Made of pure ghee and rich butters|Effective for chapped lips & leaves lips feeling soft|Long lasting hydration for lips|Love the smell|Good texture & easy to apply,No complaints- love the product!
269836,"Aug 24, 2025, 12:35",4740902,Lip Butter,Beetroot Crush Lip Butter,28,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,9,9,Nat Habit is my first!,,,Effective for chapped lips & leaves lips feeling soft|Made of pure ghee and rich butters|Love the smell|Good texture & easy to apply,No complaints- love the product!
268623,"Aug 22, 2025, 13:42",4717890,Lip Butter,Pomegranate Rose Lip Butter - FREE,35,Combination,Dry & Damaged,9,9,Vaseline,,,Long lasting hydration for lips|Love the smell,Texture of lip butter is too hard
259221,"Aug 15, 2025, 17:30",4692457,Lip Butter,Beetroot Crush Lip Butter,30,Normal,Dry scalp & Frizzy hair,10,9,J,,,Made of pure ghee and rich butters,Smell is too strong
247348,"Aug 4, 2025, 17:04",4643221,Lip Butter,Beetroot Crush Lip Butter,40,Dry,Dry scalp & Frizzy hair|Dry & Damaged|Coloured,8,9,Sugar Cosmetics,,,Effective for chapped lips & leaves lips feeling soft,No complaints- love the product!
245046,"Aug 1, 2025, 13:44",4399727,Lip Butter,Pomegranate Rose Lip Butter,25,Sensitive,Dry scalp & Frizzy hair,9,8,Plum,,,Made of pure ghee and rich butters,Texture of lip butter is too hard
272907,"Aug 25, 2025, 16:20",4722566,Lip Butter,Pomegranate Rose Lip Butter - FREE,29,Combination,Curly / Wavy hair,9,7,Nat Habit is my first!,,,Made of pure ghee and rich butters|Long lasting hydration for lips|Love the smell,No complaints- love the product!
266582,"Aug 21, 2025, 18:22",3982001,Lip Butter,Pomegranate Rose Lip Butter - FREE,45,Oily,Oily scalp|Dry & Damaged,10,7,Wishcare,,,Love the smell|Made of pure ghee and rich butters,Texture of lip butter is too hard
254575,"Aug 12, 2025, 13:54",4693322,Lip Butter,Beetroot Crush Lip Butter,59,Dry,Curly / Wavy hair,1,1,Maybelline,,,,Texture of lip butter is too hard|Do not like tin packaging|Low value for money|Does not help with chapped lips
245951,"Aug 2, 2025, 15:04",4246419,Lip Mura,Beetroot Rose Lip Mura - Regular,40,Combination,Coloured|Normal,10,9,Nat Habit is my first!,,,Made of only natural good quality ingredients |Leaves lips feeling smooth|Effectively reduces lip darkness|Good smell and texture|Effective for exfoliating lips,No complaints- love the product!
263532,"Aug 19, 2025, 12:24",4721295,Henna,Henna Paste - Pack of 2,34,Oily,Oily scalp,9,9,Godrej Nupur,,,Easy to use & ready to apply|Superior quality of henna,Price of product is high|Do not like pouch packaging|No complaints- love the product!
255339,"Aug 12, 2025, 13:54",4680219,Henna,Henna Paste - Pack of 2,7,K,No hair,8,9,None of these u r giving info to customer these are available,,,Gives hair deep rich colour|Good value for money|Easy to use & ready to apply,Price of product is high|No complaints- love the product!
251113,"Aug 8, 2025, 11:24",2234497,Maahu,Moringa Coconut Maahu - 100 ml,54,Dry,Dry scalp & Frizzy hair,10,8,Home made,,,Ayurvedic preparation,No complaints- love the product!
269359,"Aug 23, 2025, 14:49",1724398,Malai,"Multi-Nut Skin Malai - 200ml - Single Pack, Multi-Nut & Fig Rose Skin Malai - 120 ml - Combo Pack",40,Combination,thin  normal hair,10,10,palmers,,,Made of rich butters and natural good quality ingredients|Good absorption & easy to apply|Gives long lasting moisturisation|Good texture,No complaints- love the product!
263921,"Aug 19, 2025, 12:24",4017207,Malai,Multi-Nut Skin Malai - 200ml - Single Pack,63,Dry,Normal,10,10,Nivea,,,Made of rich butters and natural good quality ingredients|Good value for money|Gives long lasting moisturisation|Good texture|Good absorption & easy to apply,No complaints- love the product!
249111,"Aug 6, 2025, 12:35",4637059,Malai,Fig Rose Skin Malai - 120 ml - Single Pack,33,Dry,Normal,10,10,Himalaya,,,Good absorption & easy to apply|Gives long lasting moisturisation|Good value for money|Made of rich butters and natural good quality ingredients,No complaints- love the product!
246375,"Aug 2, 2025, 15:05",4615844,Malai,Fig Rose Skin Malai - 120 ml - Single Pack,26,Sensitive,Oily scalp|Curly / Wavy hair|Dry & Damaged,9,10,Body Shop,,,Made of rich butters and natural good quality ingredients|Good texture|Gives long lasting moisturisation,Product is too expensive
252109,"Aug 10, 2025, 10:46",3566141,Malai,Double Cocoa Skin Malai - 120 ml - Single Pack,62,Sensitive,Dry n dry hair withsensitive scalp,8,9,Nat Habit is my first!,,,Gives long lasting moisturisation|Made of rich butters and natural good quality ingredients,No complaints- love the product!
274779,"Aug 27, 2025, 16:17",4721809,Malai Lotion,Fig Rose Malai Lotion,34,Dry,Hair fall and no hair growth,10,10,Cetaphil,,,Good smell and texture|Good absorption & easy to apply|Good value for money|Gives long lasting moisturisation|Made of rich butters and natural good quality ingredients,No complaints- love the product!
246706,"Aug 4, 2025, 17:04",4641211,Malai Lotion,Fig Rose Malai Lotion,40,Dry,Dry scalp & Frizzy hair|Dry & Damaged,10,10,Vaseline,,,Good absorption & easy to apply|Gives long lasting moisturisation|Made of rich butters and natural good quality ingredients,No complaints- love the product!
267681,"Aug 22, 2025, 13:41",956855,Malai Lotion,Fig Rose Malai Lotion,40,Combination,Curly / Wavy hair,9,9,Nivea,,,Gives long lasting moisturisation|Good value for money|Made of rich butters and natural good quality ingredients|Good absorption & easy to apply|Good smell and texture,No complaints- love the product!
250295,"Aug 7, 2025, 16:03",4640798,Malai Lotion,Aloe Saunf Malai Lotion,38,Combination,Curly / Wavy hair,8,9,Vaseline,,,Gives long lasting moisturisation|Good smell and texture,No complaints- love the product!
245887,"Aug 2, 2025, 15:04",4637716,Malai Lotion,Aloe Saunf Malai Lotion,47,Oily,Curly / Wavy hair|Dry scalp & Frizzy hair|Dry & Damaged,8,9,Nivea,,,Gives long lasting moisturisation|Made of rich butters and natural good quality ingredients,Do not like packaging
255511,"Aug 12, 2025, 13:54",4253429,Malai Lotion,Aloe Saunf Malai Lotion,39,Combination,Oily scalp|Dry & Damaged,8,8,Boroplus,,,Good absorption & easy to apply,Xpecting dtan
259383,"Aug 15, 2025, 17:30",1082494,Malai Lotion,Aloe Saunf Malai Lotion,47,Combination,Dry scalp & Frizzy hair,10,7,Vaseline,,,Gives long lasting moisturisation,Does not absorb well- skin feels greasy post use
274703,"Aug 27, 2025, 16:17",1574760,Malai Lotion,Fig Rose Malai Lotion,30,Dry,Dry scalp & Frizzy hair,1,1,Cetaphil,,,,Do not like smell
274907,"Aug 28, 2025, 17:17",180987,Methi Jal,Green Tea Methi Jal,40,Combination,Dry scalp & Frizzy hair,10,10,Loreal,,,Helps tame frizzy & dry hair,No complaints- love the product!
262617,"Aug 19, 2025, 12:23",53651,Methi Jal,Rosemary Methi Jal,40,Sensitive,Straight hair|Oily scalp|Coloured,10,10,Nat Habit is my first!,,,Gives deep conditioning to hair|Helps tame frizzy & dry hair,Poor packaging- pump does not work
248332,"Aug 6, 2025, 12:34",3109547,Methi Jal,Rose Methi Jal,34,Sensitive,Dry & Damaged|Dry scalp & Frizzy hair,10,10,Nat Habit is my first!,,,Gives deep conditioning to hair|Helps tame frizzy & dry hair|Good value for money,No complaints- love the product!
277824,"Aug 30, 2025, 12:31",4333099,Methi Jal,Rosemary Methi Jal,42,Normal,Dry & Damaged,10,9,Nat Habit is my first!,,,High purity- uses only natural good quality ingredients,No complaints- love the product!
276170,"Aug 28, 2025, 17:18",4130600,Methi Jal,Rosemary Methi Jal,22,Oily,Straight hair|Dry scalp & Frizzy hair|Dry & Damaged,9,9,Nat Habit is my first!,,,High purity- uses only natural good quality ingredients|Gives deep conditioning to hair,No complaints- love the product!
255384,"Aug 12, 2025, 13:54",1811352,Methi Jal,Rosemary Methi Jal,39,Sensitive,Normal,8,9,Livon,,,Helps tame frizzy & dry hair|Gives deep conditioning to hair,Poor packaging- pump does not work|Product is too expensive
252480,"Aug 10, 2025, 10:46",4024045,Methi Jal,Green Tea Methi Jal,33,Combination,Dry scalp & Frizzy hair,3,3,Loreal,,,,Poor packaging- pump does not work
277819,"Aug 30, 2025, 12:30",148204,Mura,Five Gram Mura - FREE,38,Oily,Straight hair|Dry scalp & Frizzy hair|Coloured|Dry & Damaged,10,10,Nat Habit is my first!,,,Gives good cleansing effect,Quantity of product is less
257476,"Aug 14, 2025, 16:04",4312289,Mura,Five Gram Mura - FREE,45,Combination,Dry scalp & Frizzy hair|Curly / Wavy hair|Dry & Damaged,9,8,Himalaya,,,Gives good cleansing effect|Good texture|Love the smell|Made of only natural good quality ingredients,Quantity of product is less|Do not like pouch packaging
273484,"Aug 27, 2025, 16:16",4754444,Mura,Neem Marigold Mura - Pack of 3,41,Dry,Curly / Wavy hair,9,7,Biotique,,,Made of only natural good quality ingredients|Gives good cleansing effect|Love the smell,Do not like pouch packaging|No complaints- love the product!
255813,"Aug 12, 2025, 13:55",4626279,Mura,Five Gram Mura - FREE,33,Dry,Dry scalp & Frizzy hair,9,7,Mcaffeine,,,Love the smell,No complaints- love the product!
